id,name,operator,updateTime,createTime,yn,providerId
2592,北京卓众出版有限公司玩具,北京卓众出版有限公司玩具,2012-12-21 15:41:40.280,2012-10-26 17:16:17.813,1,3520
2593,上海联荣国际贸易有限公司,上海联荣国际贸易有限公司,2012-10-26 17:18:53.670,2012-10-26 17:18:53.670,1,3394
2594,安徽省佳宝玩具集团有限公司,安徽省佳宝玩具集团有限公司,2012-10-26 17:23:45.510,2012-10-26 17:23:45.510,1,3519
2595,上海富是商贸有限公司,上海富是商贸有限公司,2012-10-26 17:23:50.223,2012-10-26 17:23:50.223,1,2696
2596,杭州盛夏进出口有限公司 ,杭州盛夏进出口有限公司 ,2012-10-26 17:26:51.763,2012-10-26 17:26:51.763,1,3380
2597,上海太侑国际贸易有限公司 ,上海太侑国际贸易有限公司 ,2012-10-26 17:29:19.390,2012-10-26 17:29:19.390,1,3395
2598,北京嘉盛行商贸有限公司,北京嘉盛行商贸有限公司,2012-10-26 17:32:36.117,2012-10-26 17:32:36.117,1,2701
2599,中粮屯河（北京）营销有限公司,中粮屯河（北京）营销有限公司,2012-10-26 17:33:03.800,2012-10-26 17:33:03.800,1,2987
2600,北京金合百利商贸有限公司,北京金合百利商贸有限公司,2012-10-26 17:36:51.227,2012-10-26 17:36:51.227,1,3373
2601,上海伊纳思贸易有限公司,上海伊纳思贸易有限公司,2012-10-26 17:39:21.853,2012-10-26 17:39:21.853,1,3386
2602,北京市安德易洋酒经贸发展公司,北京市安德易洋酒经贸发展公司,2012-10-26 17:43:12.230,2012-10-26 17:43:12.230,1,3374
2603,沈阳百益康生物科技有限公司,沈阳百益康生物科技有限公司,2012-10-26 17:45:22.833,2012-10-26 17:45:22.833,1,3525
2604,逸骏（上海）商贸有限公司,逸骏（上海）商贸有限公司,2012-10-26 17:46:06.747,2012-10-26 17:46:06.747,1,2716
2605,上海朗廷商贸有限公司,上海朗廷商贸有限公司,2012-10-26 17:49:29.390,2012-10-26 17:49:29.390,1,3376
2606,宝瑞莱（上海）营养品有限公司,宝瑞莱（上海）营养品有限公司,2012-10-26 17:49:43.640,2012-10-26 17:49:43.640,1,3552
2607,天津贝尔乳业有限公司,天津贝尔乳业有限公司,2012-10-26 17:54:57.257,2012-10-26 17:54:57.257,1,3554
2608,北京顺发行商贸有限责任公司,北京顺发行商贸有限责任公司,2012-10-26 17:56:24.437,2012-10-26 17:56:24.437,1,3383
2609,烟台每怡进出口有限公司,烟台每怡进出口有限公司,2012-10-26 17:57:08.887,2012-10-26 17:57:08.887,1,3556
2610,东强国际贸易（北京）有限公司,东强国际贸易（北京）有限公司,2012-10-26 18:01:43.643,2012-10-26 18:01:43.643,1,3372
2611,北京东方万华国际贸易有限公司,北京东方万华国际贸易有限公司,2012-10-26 18:11:16.607,2012-10-26 18:11:16.607,1,1306
2612,张家港保税区斯诺贸易有限公司,张家港保税区斯诺贸易有限公司,2012-10-26 18:13:45.063,2012-10-26 18:13:45.063,1,2962
2613,胜夯贸易（上海）有限公司,胜夯贸易（上海）有限公司,2012-10-26 18:15:31.637,2012-10-26 18:15:31.637,1,2711
2614,义乌隍滴进出口有限公司,义乌隍滴进出口有限公司,2012-10-26 18:17:08.493,2012-10-26 18:17:08.493,1,2963
2615,北京华富盟销售中心,北京华富盟销售中心,2012-10-26 18:18:53.060,2012-10-26 18:18:53.060,1,1345
2616,北京润澳兰奴经贸有限公司,北京润澳兰奴经贸有限公司,2012-10-26 18:23:08.877,2012-10-26 18:23:08.877,1,2848
2617,黑龙江省北珍绿色食品有限公司,黑龙江省北珍绿色食品有限公司,2012-10-26 18:25:38.410,2012-10-26 18:25:38.410,1,2745
2618,深圳市维华实业有限公司,深圳市维华实业有限公司,2012-10-26 18:28:37.147,2012-10-26 18:28:37.147,1,3401
2619,北京市熊飞商贸公司,北京市熊飞商贸公司,2012-10-26 18:32:50.777,2012-10-26 18:32:50.777,1,2697
2620,北京南洋联荣贸易有限公司,北京南洋联荣贸易有限公司,2012-10-26 18:35:00.397,2012-10-26 18:35:00.397,1,2699
2621,南京琦兆贸易有限公司,南京琦兆贸易有限公司,2012-10-26 18:38:04.083,2012-10-26 18:38:04.083,1,2703
2622,上海航慈国际贸易有限公司,上海航慈国际贸易有限公司,2012-10-26 18:40:51.797,2012-10-26 18:40:51.797,1,2708
2623,无锡美邦科技有限公司,无锡美邦科技有限公司,2012-10-26 18:44:59.443,2012-10-26 18:44:59.443,1,2714
2624,北京训文科技发展有限公司,北京训文科技发展有限公司,2012-10-26 18:48:14.200,2012-10-26 18:48:14.200,1,2717
2625,西安虎标茶果土产食品有限公司,西安虎标茶果土产食品有限公司,2012-10-26 18:50:34.293,2012-10-26 18:50:34.293,1,2719
2626,汕头市元达贸易有限公司,汕头市元达贸易有限公司,2012-10-26 20:12:15.350,2012-10-26 20:12:15.350,1,2720
2627,上海好来喜糖业烟酒有限公司 ,上海好来喜糖业烟酒有限公司 ,2012-10-26 20:14:45.000,2012-10-26 20:14:45.000,1,2722
2628,格莱默酒业（上海）有限公司 ,格莱默酒业（上海）有限公司 ,2012-10-26 20:16:46.080,2012-10-26 20:16:46.080,1,2723
2629,有年贸易（北京）有限公司,有年贸易（北京）有限公司,2012-10-26 20:23:46.223,2012-10-26 20:23:46.223,1,2725
2630,北京金泽恒国际贸易有限公司,北京金泽恒国际贸易有限公司,2012-10-26 20:26:53.667,2012-10-26 20:26:53.667,1,2726
2631,中联诺迪克（北京）投资管理有限公司,中联诺迪克（北京）投资管理有限公司,2012-10-26 20:29:27.103,2012-10-26 20:29:27.103,1,2742
2632,余姚正达电子科技有限公司,,2012-10-29 11:36:06.613,2012-10-29 11:36:06.613,1,3701
2633,洁玉科技（天津）有限公司,洁玉科技（天津）有限公司,2012-10-29 13:25:29.443,2012-10-29 13:25:29.443,1,2330
2634,青岛海信电器股份有限公司,海信平板,2012-10-29 15:28:39.950,2012-10-29 15:28:39.950,1,182
2635,北京天下福艺商贸有限公司,北京天下福艺商贸有限公司,2012-10-29 16:00:19.180,2012-10-29 16:00:19.180,1,2610
2636,明朗国际贸易（上海）有限公司,U盘-创见,2012-10-29 16:19:54.327,2012-10-29 16:19:54.327,1,1975
2637,翰林汇信息产业股份有限公司,联想笔记本,2012-10-29 16:36:14.647,2012-10-29 16:36:14.647,0,56
2638,翰林汇信息产业股份有限公司,联想笔记本,2012-10-29 16:37:15.190,2012-10-29 16:37:15.190,1,3065
2639,上海威益汽车用品有限公司,,2012-10-29 16:43:03.607,2012-10-29 16:43:03.607,0,3696
2640,上海威益汽车用品有限公司,,2012-10-30 10:19:30.640,2012-10-29 16:47:25.580,1,3696
2641,贝尔金贸易（上海）有限公司,路由器,2012-10-29 16:53:54.160,2012-10-29 16:53:54.160,1,1992
2642,上海圆融生物科技有限公司,上海圆融生物科技有限公司,2012-10-29 17:06:42.167,2012-10-29 17:06:42.167,1,3548
2643,福州雅德驰光电科技有限公司,,2012-10-29 17:08:50.427,2012-10-29 17:08:50.427,1,3698
2644,北京阳光美程汽车配件贸易有限公司,,2012-10-29 17:11:47.210,2012-10-29 17:11:47.210,1,3699
2645,青岛海信电器股份有限公司,海信平板电脑,2012-10-29 17:11:48.160,2012-10-29 17:11:48.160,1,182
2646,湖南英尚营养食品有限公司,湖南英尚营养食品有限公司,2012-10-29 17:15:52.197,2012-10-29 17:15:52.197,1,3531
2647,翰林汇信息产业股份有限公司 ,翰林汇-联想笔记本,2012-10-29 17:18:08.253,2012-10-29 17:18:08.253,1,3065
2648,北京赛嘉城电子商务有限公司,北京赛嘉城电子商务有限公司,2012-10-29 17:19:24.550,2012-10-29 17:19:24.550,1,3530
2649,北京中海汇丰贸易有限公司,北京中海汇丰贸易有限公司,2012-10-29 17:22:26.943,2012-10-29 17:22:26.943,1,3534
2650,广州金奇仕贸易有限公司,广州金奇仕贸易有限公司,2012-10-29 17:25:19.417,2012-10-29 17:25:19.417,1,3535
2651,国药健康实业（上海）有限公司,国药健康实业（上海）有限公司,2012-10-29 17:28:10.233,2012-10-29 17:28:10.233,1,3536
2652,北京澳美星辰科贸有限公司,北京澳美星辰科贸有限公司,2012-10-29 17:33:07.107,2012-10-29 17:33:07.107,1,3532
2653,海林市北味天然食品有限公司,海林市北味天然食品有限公司,2012-10-29 17:33:11.343,2012-10-29 17:33:11.343,1,2993
2654,上海蒙奇商贸有限公司,,2012-10-29 17:48:06.453,2012-10-29 17:48:06.453,1,3712
2655,夏新科技有限责任公司,夏新科技有限责任公司,2012-10-29 17:57:49.773,2012-10-29 17:57:49.773,1,3801
2656,深圳市优摩科技有限公司,深圳市优摩科技有限公司,2012-10-29 18:17:09.067,2012-10-29 18:17:09.067,1,3563
2657,广东天宇信息科技有限公司,广东天宇信息科技有限公司,2012-10-29 18:24:43.983,2012-10-29 18:24:43.983,1,3802
2658,北京普天太力通信科技有限公司,OPPO手机,2012-10-29 18:31:17.047,2012-10-29 18:30:34.200,1,28
2659,北京恒润世达商贸有限公司,飞利浦手机,2012-10-29 18:36:32.270,2012-10-29 18:35:39.600,1,1322
2660,北京锄禾食品有限责任公司 ,北京锄禾食品有限责任公司 ,2012-10-29 19:13:44.550,2012-10-29 19:13:44.550,1,1302
2661,北京多美达商贸有限公司,北京多美达商贸有限公司,2012-10-29 19:16:43.547,2012-10-29 19:16:43.547,1,3783
2662,北京华洋博威贸易有限公司,北京华洋博威贸易有限公司,2012-10-29 19:20:36.187,2012-10-29 19:20:36.187,1,3787
2663,北京旺销商贸有限公司,北京旺销商贸有限公司,2012-10-29 19:22:30.787,2012-10-29 19:22:30.787,1,2865
2664,上海睛尚电子商务有限公司,上海睛尚电子商务有限公司,2012-10-29 19:26:00.760,2012-10-29 19:26:00.760,1,3775
2665,北京神州数码有限公司,SONY电脑,2012-10-30 09:50:26.397,2012-10-30 09:50:26.397,1,1971
2666,北京巍峰时代商贸有限公司,,2012-10-30 13:53:06.240,2012-10-30 13:53:06.240,1,3714
2667,厦门富可汽车配件有限公司,,2012-10-30 16:10:23.077,2012-10-30 16:10:23.077,1,3697
2668,上海舒展贸易有限公司,,2012-10-30 16:20:13.367,2012-10-30 16:20:13.367,1,3707
2669,上海水静堂贸易有限公司,,2012-10-30 16:24:52.777,2012-10-30 16:24:52.777,1,3708
2670,北京神州数码有限公司,IBM服务器,2012-10-30 16:37:09.870,2012-10-30 16:37:09.870,1,1971
2671,深圳市海能精密电子有限公司,深圳市海能精密电子有限公司_U盘,2013-05-28 13:49:55.010,2012-10-30 17:12:45.140,1,3678
2672,米妈妈科技（北京）有限公司,米妈妈科技（北京）有限公司,2012-10-30 20:40:42.867,2012-10-30 20:40:42.867,1,3078
2673,北京怒放国际科技有限公司,北京怒放国际科技有限公司,2012-10-30 20:45:54.260,2012-10-30 20:45:54.260,1,3081
2674,翰林汇信息产业股份有限公司 ,翰林汇-thinkpad笔记本,2012-10-31 09:58:40.570,2012-10-31 09:58:40.570,1,3065
2675,深圳市爱施德股份有限公司,爱可视平板电脑,2012-10-31 11:09:45.240,2012-10-31 11:09:45.240,1,3604
2676,深圳市图美电子技术有限公司,深圳市图美电子技术有限公司,2012-10-31 11:20:42.673,2012-10-31 11:20:42.673,1,3804
2677,北京精典博维文化发展有限公司,北京精典博维文化发展有限公司,2012-10-31 15:22:40.403,2012-10-31 15:22:40.403,0,1912
2678,上海豫香商贸有限公司,,2012-10-31 15:43:12.760,2012-10-31 15:43:12.760,1,3702
2679,上海奥斯卡商贸有限公司,,2012-10-31 15:47:44.260,2012-10-31 15:47:44.260,1,3703
2680,北京北讯通达商贸有限公司,,2012-10-31 15:53:11.410,2012-10-31 15:53:11.410,1,3705
2681,广州市福智祥汽车用品实业有限公司,,2012-10-31 15:57:53.050,2012-10-31 15:57:53.050,1,3706
2682,北京中腾伟业贸易有限公司,,2012-10-31 16:02:19.017,2012-10-31 16:02:19.017,1,3709
2683,北京千寻尚品商贸有限公司,,2012-10-31 16:12:07.250,2012-10-31 16:12:07.250,1,3710
2684,北京欧凡尼汽车用品有限公司,,2012-10-31 16:21:25.470,2012-10-31 16:21:25.470,1,3721
2685,广州市白云区创达隆汽车用品厂,,2012-10-31 16:37:49.080,2012-10-31 16:37:49.080,1,2636
2686,深圳市美丽居贸易有限公司,,2012-10-31 16:45:19.003,2012-10-31 16:45:19.003,0,3722
2687,惠州市天敏科技发展有限公司,自由品牌天敏,2012-10-31 17:13:02.427,2012-10-31 17:13:02.427,1,366
2688,上海乐微实业有限公司,上海乐微实业有限公司,2012-10-31 17:38:14.657,2012-10-31 17:38:14.657,1,3805
2689,北京运源数码科技有限公司 ,北京运源数码科技有限公司 ,2012-10-31 19:02:18.427,2012-10-31 19:02:18.427,1,3615
2690,北京诚融佳信科技发展有限公司,北京诚融佳信科技发展有限公司,2012-11-01 10:01:05.767,2012-11-01 10:01:05.767,1,1331
2691,上海安兴汇东纸业有限公司,上海安兴汇东纸业有限公司,2012-11-01 10:47:51.397,2012-11-01 10:47:51.397,1,3274
2692,天彩电子（深圳）有限公司,天彩电子（深圳）有限公司,2012-11-01 10:48:11.027,2012-11-01 10:48:11.027,1,3808
2693,北京中尚图文化传播有限公司,中尚图,2012-11-01 11:31:45.600,2012-11-01 11:31:45.600,1,3806
2694,北京鹏泰博兴科技有限公司,三星整机部,2012-11-01 12:57:27.567,2012-11-01 12:57:27.567,1,75
2695,乐金电子--LG电视,乐金电子（中国）有限公司,2012-11-01 13:20:23.910,2012-11-01 13:20:23.910,1,109
2696,MAXELL--迷你音响,麦克赛尔（上海）贸易有限公司,2012-11-01 13:35:02.703,2012-11-01 13:35:02.703,1,3104
2697,万盛昌达--先科DVD/迷你音响,北京万盛昌达科技有限公司,2012-11-01 13:40:29.007,2012-11-01 13:40:29.007,1,3723
2698,上海赞禾英泰信息科技有限公司,金士顿十铨内存,2013-04-19 16:19:19.960,2012-11-01 14:23:46.617,1,3106
2699,英迈(中国)投资有限公司,路由器-思科,2012-11-01 16:03:06.680,2012-11-01 16:03:06.680,1,1447
2700,深圳市美丽居贸易有限公司,,2012-11-01 16:12:42.297,2012-11-01 16:12:42.297,1,3722
2701,北京望耀科技发展有限公司,Thinkpad笔记本,2012-11-01 16:30:05.133,2012-11-01 16:30:05.133,1,3359
2702,深圳伟仕宏业电子有限公司,Thinkpad笔记本,2012-11-01 16:34:16.440,2012-11-01 16:34:16.440,1,3368
2703,联想（北京）有限公司 ,Thinkpad笔记本,2012-11-01 16:36:57.500,2012-11-01 16:36:57.500,1,3064
2704,湖南纽曼数码科技有限公司 数码,数码类,2013-05-02 10:50:02.320,2012-11-01 16:39:59.460,1,1455
2705,佳能（中国）有限公司 ,佳能总部客服,2013-02-28 15:14:33.510,2012-11-01 18:24:39.200,1,3574
2706,佛山市南海新锦涛不锈钢制品有限公司,佛山市南海新锦涛不锈钢制品有限公司,2012-11-02 10:32:35.347,2012-11-02 10:32:35.347,1,2415
2707,深圳市奥丁格啤酒销售有限公司,深圳市奥丁格啤酒销售有限公司,2012-11-02 13:50:38.683,2012-11-02 13:50:38.683,1,2729
2708,北京广为嘉业贸易有限公司,北京广为嘉业贸易有限公司,2012-11-02 14:15:15.930,2012-11-02 14:15:15.930,1,1341
2709,嘉兴闻讯电子科技有限公司,嘉兴闻讯电子科技有限公司,2012-11-02 14:49:13.037,2012-11-02 14:49:13.037,1,3809
2710,上海尚格网络科技发展有限公司,上海尚格网络科技发展有限公司,2012-11-02 14:55:37.517,2012-11-02 14:55:37.517,1,119
2711,上海栩晟通信设备有限公司,上海栩晟通信设备有限公司,2012-11-02 15:00:43.297,2012-11-02 15:00:43.297,1,3810
2712,上海鸿晟通信设备有限公司,上海鸿晟通信设备有限公司,2012-11-02 15:03:59.773,2012-11-02 15:03:59.773,1,3811
2713,中国大恒（集团）有限公司,富士通-笔记本,2012-11-05 16:03:41.830,2012-11-02 15:04:42.437,1,3817
2714,北京金志鸿达商贸有限公司,北京金志鸿达商贸有限公司,2012-11-02 15:11:12.727,2012-11-02 15:11:12.727,1,120
2715,时代新媒体出版社有限责任公司,时代新媒体出版社有限责任公司ebk0396 ,2012-11-02 15:23:08.640,2012-11-02 15:23:08.640,1,3814
2716,上海青橙实业有限公司,上海青橙实业有限公司,2012-11-02 15:28:49.343,2012-11-02 15:28:49.343,1,3812
2717,联想移动通信科技有限公司,联想移动通信科技有限公司,2012-11-02 15:33:38.043,2012-11-02 15:33:38.043,1,117
2718,北京怡莲嘉美家居用品有限公司,北京怡莲嘉美家居用品有限公司,2012-11-02 15:35:08.487,2012-11-02 15:35:08.487,1,2092
2719,北京优星伟业数码科技有限公司,北京优星伟业数码科技有限公司,2012-11-02 15:37:29.777,2012-11-02 15:37:29.777,1,118
2720,北京优爱特商贸有限公司,北京优爱特商贸有限公司,2012-11-02 15:42:11.520,2012-11-02 15:42:11.520,1,3813
2721,深圳市立汸商贸有限公司,mode,2012-11-02 15:42:52.137,2012-11-02 15:42:52.137,1,2836
2722,太寅商贸（上海）有限公司,太寅商贸（上海）有限公司,2012-11-02 16:11:01.773,2012-11-02 16:11:01.773,1,2975
2723,北京儒意欣欣文化发展有限公司,儒意欣欣,2012-11-02 16:56:52.250,2012-11-02 16:56:52.250,1,1695
2724,北京得利创业科技有限公司,富士通笔记本,2012-11-02 17:09:31.020,2012-11-02 17:09:31.020,1,3815
2725,鼎成致远科技（北京）有限公司,万利达笔记本,2012-11-02 17:12:13.607,2012-11-02 17:12:13.607,1,3816
2726,广州市乳白金贸易有限公司,广州市乳白金贸易有限公司,2012-11-02 17:32:18.790,2012-11-02 17:32:18.790,1,3526
2727,上海宇力电子有限公司,上海宇力电子有限公司,2012-11-02 17:49:38.310,2012-11-02 17:49:38.310,0,3348
2728,深圳觉雅电器-氧生活管理员,氧生活管理员,2012-11-02 19:03:48.203,2012-11-02 19:03:48.203,1,3630
2729,东莞市盛鼎—龙视安,龙视安管理员,2012-11-02 19:09:02.397,2012-11-02 19:09:02.397,1,2637
2730,佛山市顺德—格兰仕管理员,格兰仕管理员,2012-11-02 19:12:39.707,2012-11-02 19:12:39.707,1,3818
2731,索尼（中国）有限公司,Sony,2013-04-26 12:01:59.533,2012-11-05 09:22:21.163,1,1726
2732,  九龙藏区天乡原生态茶业有限公司 ,  九龙藏区天乡原生态茶业有限公司 ,2012-11-05 11:56:36.033,2012-11-05 11:56:36.033,1,2973
2733,北京美乐客商贸有限公司,北京美乐客商贸有限公司,2012-11-05 13:51:41.660,2012-11-05 13:51:41.660,1,2735
2734,广东乐美达集团有限公司,广东乐美达集团有限公司,2012-11-05 13:53:27.297,2012-11-05 13:53:27.297,1,3546
2735,北京永嘉商贸有限公司,北京永嘉商贸有限公司,2012-11-05 13:54:47.797,2012-11-05 13:54:47.797,1,2732
2736,北京无限世佳环境技术有限公司,北京无限世佳环境技术有限公司,2012-11-05 13:57:54.500,2012-11-05 13:57:54.500,1,2730
2737,北京优品悦动科贸有限公司,北京优品悦动科贸有限公司,2012-11-05 14:00:30.810,2012-11-05 14:00:30.810,1,2741
2738,北京惠远普国际进出口贸易有限公司,北京惠远普国际进出口贸易有限公司,2012-11-05 14:04:55.413,2012-11-05 14:04:55.413,1,2740
2739,智美达管理员,智美达管理员,2012-11-05 15:10:22.010,2012-11-05 15:10:22.010,1,3632
2740,铭戟金属制品-WIZTANK管理员,WIZTANK管理员,2012-11-05 15:17:25.060,2012-11-05 15:17:25.060,1,3635
2741,深圳市乐心-乐心管理员,乐心管理员,2012-11-05 15:23:12.990,2012-11-05 15:23:12.990,1,3628
2742,北京东方资治文化传播中心,北京东方资治电子书,2012-11-05 16:30:16.610,2012-11-05 15:35:44.087,1,1696
2743,杭州多能生物科技有限公司,杭州多能生物科技有限公司,2012-11-05 16:09:47.780,2012-11-05 16:09:47.780,1,3533
2744,北京乐智乐健商贸有限公司,北京乐智乐健商贸有限公司,2013-01-17 14:43:04.133,2012-11-05 16:12:28.783,1,3529
2745,上海贝孚生物科技有限公司,上海贝孚生物科技有限公司,2012-11-05 16:15:06.320,2012-11-05 16:15:06.320,1,2854
2746,上海爱珍生物科技有限公司,上海爱珍生物科技有限公司,2012-11-05 16:19:32.900,2012-11-05 16:19:32.900,1,3522
2747,天津市泰辉科,天津市泰辉科技发展有限公司,2012-11-05 16:59:51.167,2012-11-05 16:59:51.167,1,3798
2748,惠州市赛洛特通讯有限责任公司,惠州市赛洛特通讯有限责任公司,2012-11-05 17:23:23.230,2012-11-05 17:23:23.230,1,23
2749,北京北方亿豪贸易有限公司 ,北京北方亿豪贸易有限公司 ,2012-11-05 19:11:48.560,2012-11-05 19:11:48.560,1,3753
2750,北京牡丹安腾科技发展有限公司 ,北京牡丹安腾科技发展有限公司 ,2012-11-06 08:59:10.940,2012-11-06 08:59:10.940,1,3939
2751,江苏徕兹-徕兹管理员,徕兹管理员,2012-11-06 10:54:49.080,2012-11-06 10:54:49.080,1,3633
2752,惠州市赛洛特通讯有限责任公司,惠州市赛洛特通讯有限责任公司,2012-11-06 11:03:26.710,2012-11-06 11:03:26.710,0,23
2753,飞利浦电视新品创建,晋声（飞利浦）电视,2012-11-06 11:26:10.913,2012-11-06 11:26:10.913,1,73
2754,北京海纳秋实贸易有限公司 ,北京海纳秋实贸易有限公司 ,2012-11-06 11:38:23.900,2012-11-06 11:38:23.900,1,3742
2755,浙江天赐生态科技有限公司 ,浙江天赐生态科技有限公司 ,2012-11-06 11:42:19.757,2012-11-06 11:42:19.757,1,3766
2756,丹阳市鼎沁茶业有限公司 ,丹阳市鼎沁茶业有限公司 ,2012-11-06 11:45:28.827,2012-11-06 11:45:28.827,1,3765
2757,北京鼎泰鸿达科技有限公司,北京鼎泰鸿达科技有限公司,2012-11-06 13:12:54.507,2012-11-06 13:10:13.357,1,3793
2758,北京融鑫顺通电子科技有限公司,,2012-11-06 13:26:27.017,2012-11-06 13:26:27.017,0,656
2759,河北九翔商贸有限公司,河北九翔商贸有限公司,2012-11-06 13:30:58.070,2012-11-06 13:30:58.070,1,3749
2760,凯利博管理员,凯利博管理员,2012-11-06 14:23:58.817,2012-11-06 14:23:58.817,1,3634
2761,深圳市长鹏环球工贸有限公司,,2012-11-06 14:35:22.020,2012-11-06 14:35:22.020,0,2413
2762,北京客来客胜-瑞士风管理员,瑞士风管理员,2012-11-06 14:45:43.760,2012-11-06 14:45:43.760,1,3662
2763,惠州市天敏科技发展有限公司,自有品牌,2012-11-06 14:58:02.400,2012-11-06 14:58:02.400,1,366
2764,中山市小田-鲨科小田管理员,鲨科小田管理员,2012-11-06 14:59:59.907,2012-11-06 14:59:59.907,1,3660
2765,江苏春花杰佳-春花管理员,春花管理员,2012-11-06 15:07:53.650,2012-11-06 15:07:53.650,1,3661
2766,北京神州数码有限公司,惠普服务器,2012-11-06 15:15:44.403,2012-11-06 15:15:44.403,0,1971
2767,北京神州数码有限公司 ,戴尔服务器,2012-11-06 15:22:05.433,2012-11-06 15:22:05.433,1,1971
2768,明朗国际贸易（上海）有限公司,IBM服务器,2012-11-06 15:27:13.550,2012-11-06 15:27:13.550,1,1975
2769,英迈(中国)投资有限公司,海尔全线,2012-11-06 18:46:04.083,2012-11-06 15:30:55.747,1,1447
2770,深圳市长鹏环球工贸有限公司,,2012-11-06 16:17:13.430,2012-11-06 16:17:13.430,1,2413
2771,惠普（重庆）有限公司,惠普台式机,2012-11-06 16:34:08.790,2012-11-06 16:34:08.790,1,3358
2772,芜湖瑞频电子科技有限公司 ,,2012-11-06 17:52:41.513,2012-11-06 17:52:41.513,0,56
2773,芜湖瑞频电子科技有限公司 ,芜湖瑞频电子科技有限公司 ,2012-11-06 17:55:34.313,2012-11-06 17:55:34.313,0,3946
2774,一品白客（北京）科技有限公司,智库平板,2012-11-06 18:11:22.290,2012-11-06 18:11:22.290,1,3561
2775,英迈服务器,服务器,2012-11-06 18:47:34.590,2012-11-06 18:38:26.227,1,1447
2776,上海豪为商贸有限公司 ,fashy ,2012-12-20 14:36:01.483,2012-11-06 19:31:35.823,1,3944
2777,芜湖瑞频电子科技有限公司,芜湖瑞频电子科技有限公司,2012-11-07 09:58:53.340,2012-11-07 09:58:53.340,1,3946
2778,陕西数字出版传媒有限公司,陕西数字出版传媒有限公司,2012-11-07 10:06:03.757,2012-11-07 10:05:26.107,1,3953
2779,北京亿达讯通科技有限责任公司,,2012-11-07 11:14:53.720,2012-11-07 11:14:53.720,1,2416
2780,广州宜可家居用品有限公司,广州宜可家居用品有限公司,2012-11-07 13:29:37.107,2012-11-07 13:29:37.107,1,3509
2781,上海逸福商贸有限公司,上海逸福商贸有限公司,2012-11-07 13:40:33.010,2012-11-07 13:40:33.010,1,2381
2782,广州市君鸿贸易有限公司,广州市君鸿贸易有限公司,2012-11-07 13:41:22.173,2012-11-07 13:41:22.173,1,2383
2783,成都高美宠物食品有限责任公司,成都高美宠物食品有限责任公司,2012-11-07 13:42:20.957,2012-11-07 13:42:20.957,1,2371
2784,武汉李丰盛食品商贸有限公司,武汉李丰盛食品商贸有限公司,2012-11-07 13:43:04.573,2012-11-07 13:43:04.573,1,3788
2785,成都德诚商贸有限公司,成都德诚商贸有限公司,2012-11-07 13:43:46.173,2012-11-07 13:43:46.173,1,2376
2786,北京凌冠商贸有限责任公司,北京凌冠商贸有限责任公司,2012-11-07 13:44:38.483,2012-11-07 13:44:38.483,1,3789
2787,北京兴维康商贸有限公司,北京兴维康商贸有限公司,2012-11-07 13:45:28.763,2012-11-07 13:45:28.763,1,3790
2788,天津朗诺宠物食品有限公司,天津朗诺宠物食品有限公司,2012-11-07 13:47:00.240,2012-11-07 13:47:00.240,1,3791
2789,青岛正利纸业有限公司,青岛正利纸业有限公司,2012-11-07 13:47:56.963,2012-11-07 13:47:56.963,0,2385
2790,义乌市都纳日用百货商行,义乌市都纳日用百货商行,2012-11-07 13:52:48.783,2012-11-07 13:52:48.783,1,2361
2791,上海安买电子商务有限公司,,2012-11-07 13:53:50.880,2012-11-07 13:53:50.880,0,56
2792,北京华文经典图书有限公司,,2012-11-07 13:54:43.480,2012-11-07 13:54:43.480,0,414
2793,中铁信,IBM服务器,2012-11-07 14:25:01.390,2012-11-07 14:25:01.390,1,3950
2794,北京神州数码有限公司,东芝笔记本,2012-11-07 15:03:36.500,2012-11-07 15:03:36.500,1,1971
2795,JBL--家影/迷你音响,北京市志和众诚科技--黑电采销部,2012-11-21 15:09:24.133,2012-11-07 16:20:19.677,1,131
2796,宁波鑫煌家居用品有限公司 ,宁波鑫煌家居用品有限公司 ,2012-11-07 18:03:18.303,2012-11-07 18:03:18.303,1,56
2797,鹏泰--三星电视,北京鹏泰博兴科技有限公司,2012-11-07 18:03:56.387,2012-11-07 18:03:56.387,1,75
2798,惠州酷友网络科技有限公司,惠州酷友网络科技有限公司,2012-11-07 18:13:37.700,2012-11-07 18:13:37.700,1,3369
2799,松下电器-冰箱,松下电器（中国）有限公司上海分公司,2012-11-07 18:52:28.383,2012-11-07 18:52:28.383,1,3189
2800,北京凸显-西铁城管理员,西铁城管理员,2012-11-07 19:40:54.143,2012-11-07 19:40:54.143,1,3631
2801,北京龙腾瀚宇科技有限公司,苹果系列,2012-11-08 09:10:45.907,2012-11-08 09:09:12.277,0,3970
2802,北京龙腾瀚宇科技有限公司,苹果系列,2012-11-08 09:35:12.897,2012-11-08 09:35:12.897,1,3970
2803,北京桔色优品贸易有限公司,北京桔色优品贸易有限公司,2012-11-08 10:23:33.023,2012-11-08 10:23:33.023,0,3852
2804,明朗国际贸易（上海）有限公司,微软键鼠,2012-11-08 10:53:01.307,2012-11-08 10:53:01.307,1,1975
2805,北京新合作广盛园华夏特产商贸有限公司,北京新合作广盛园华夏特产商贸有限公司,2012-11-08 13:34:59.223,2012-11-08 13:34:59.223,1,2844
