id,name,operator,updateTime,createTime,yn,providerId
975,北京九州天辰信息咨询有限公司,北京九州天辰信息咨询有限公司,2012-05-17 13:54:29.283,2012-05-17 13:54:29.283,1,1894
976,广州暨南数字传媒有限公司,广州暨南数字传媒有限公司,2012-05-17 13:57:55.623,2012-05-17 13:57:55.623,1,1895
977,地震出版社,地震出版社,2012-05-17 15:36:36.730,2012-05-17 15:36:36.730,1,1896
978,陕西太白文艺出版社有限责任公司,陕西太白文艺出版社有限责任公司,2013-02-25 19:14:43.040,2012-05-17 15:39:06.473,1,1897
979,北京博中阳文化发展有限公司,北京博中阳文化发展有限公司,2012-05-17 15:40:48.570,2012-05-17 15:40:48.570,1,1898
980,赵延（那多）,赵延（那多）,2012-05-17 15:45:18.697,2012-05-17 15:45:18.697,1,1899
981,测绘出版社,测绘出版社,2012-05-17 16:41:11.283,2012-05-17 16:41:11.283,1,1900
982,北京瑞雅文化传播有限公司,北京瑞雅文化传播有限公司,2012-05-17 16:42:43.187,2012-05-17 16:42:43.187,1,1901
983,广州市久邦数码科技有限公司,广州市久邦数码科技有限公司,2012-05-17 16:44:29.710,2012-05-17 16:44:29.710,1,1902
984,布克（北京）文化传播有限公司,布克（北京）文化传播有限公司,2012-05-17 16:46:00.887,2012-05-17 16:46:00.887,1,1903
985,北京时代光华软件开发有限公司,北京时代光华软件开发有限公司,2012-05-17 16:47:35.137,2012-05-17 16:47:35.137,1,1904
986,浙江优加少儿文化创意有限公司,浙江优加少儿文化创意有限公司,2012-05-17 16:49:26.083,2012-05-17 16:49:26.083,1,1905
987,北京博采雅集文化传播有限公司,北京博采雅集文化传播有限公司,2012-05-17 16:55:32.467,2012-05-17 16:55:32.467,0,56
988,北京博采雅集文化传媒有限公司,北京博采雅集文化传媒有限公司,2012-05-18 09:19:05.043,2012-05-18 09:19:05.043,1,1906
989,外文出版社有限责任公司,外文出版社有限责任公司,2012-05-18 09:29:57.590,2012-05-18 09:29:57.590,1,1907
990,何昌胜（何小天）,何昌胜（何小天）,2012-05-18 09:32:58.437,2012-05-18 09:32:58.437,1,1908
991,北京金日信达文化发展有限公司,北京金日信达文化发展有限公司,2012-05-18 09:35:27.943,2012-05-18 09:35:27.943,1,1909
992,北京代代读图书有限公司,北京代代读图书有限公司,2012-05-18 09:37:19.657,2012-05-18 09:37:19.657,1,1910
993,成都电子科大出版社有限责任公司,成都电子科大出版社有限责任公司,2012-05-18 09:40:06.793,2012-05-18 09:40:06.793,1,1911
994,北京精典博维文化发展有限公司,北京精典博维文化发展有限公司,2012-05-18 09:53:52.633,2012-05-18 09:53:52.633,1,1912
995,北京人大数字科技有限公司,北京人大数字科技有限公司,2012-08-27 10:15:03.170,2012-05-18 09:56:29.683,1,1913
996,黑龙江北方文艺出版社有限公司,黑龙江北方文艺出版社有限公司,2012-08-27 09:44:21.383,2012-05-18 09:58:29.233,1,1914
997,宗教文化出版社,宗教文化出版社,2012-05-18 10:00:19.303,2012-05-18 10:00:19.303,1,1915
998,北京意林励志图书发行有限公司,北京意林励志图书发行有限公司,2012-05-18 10:02:38.617,2012-05-18 10:02:38.617,1,1916
999,北京聚能鼎力科技有限公司,北京聚能鼎力科技有限公司,2013-03-26 09:41:55.060,2012-05-18 10:04:24.863,1,1917
1000,北京航空航天大学出版社有限公司,北京航空航天大学出版社有限公司,2012-05-18 10:06:09.633,2012-05-18 10:06:09.633,1,1918
1001,诺基亚总部1111111,诺基亚总部1111111,2012-05-23 15:35:00.533,2012-05-18 13:40:19.157,1,146
1002,四川长虹空调有限公司,四川长虹空调有限公司,2012-05-18 17:13:55.877,2012-05-18 17:13:55.877,1,1919
1003,东莞市今联实业有限公司,东莞市今联实业有限公司,2012-05-22 10:13:12.757,2012-05-22 10:13:12.757,1,1932
1004,常州声泰龙电子音响有限公司,常州声泰龙电子音响有限公司,2012-12-28 11:46:41.377,2012-05-22 10:50:36.510,1,1931
1005,北京市思露德清家用电器有限公司,思露德管理员,2012-05-23 11:14:25.027,2012-05-23 11:14:25.027,1,1574
1006,诺基亚中国网销总经理,诺基亚京东总负责人,2012-05-23 15:40:00.967,2012-05-23 15:40:00.967,1,27
1007,诺基亚销售团队,诺基亚京东销售代表,2012-05-23 15:40:26.280,2012-05-23 15:40:26.280,1,27
1008,诺基亚京东供货商,诺基亚京东供货商,2012-05-23 15:40:40.650,2012-05-23 15:40:40.650,1,27
1009,京东诺基亚管理员,京东诺基亚管理员,2012-05-23 15:41:07.933,2012-05-23 15:41:07.933,1,27
1010,北京鑫治伟业科技发展有限公司,北京鑫治伟业科技发展有限公司,2012-05-24 19:35:47.330,2012-05-24 19:35:47.330,1,1951
1011,深圳卓鹰电池科技有限公司,深圳卓鹰电池科技有限公司,2012-05-24 20:41:14.363,2012-05-24 20:41:14.363,1,1950
1012,北京百汇数字星空科技有限公司,北京百汇数字星空科技有限公司,2012-05-24 20:44:34.717,2012-05-24 20:44:34.717,1,1949
1013,北京宝铭汇通科技有限公司,北京宝铭汇通科技有限公司,2012-05-24 20:49:57.840,2012-05-24 20:49:57.840,1,18
1014,深圳帅客商贸有限公司,深圳帅客商贸有限公司,2012-05-31 15:26:16.620,2012-05-31 15:26:16.620,1,1958
1015,北京优尼福莱科技有限公司,北京优尼福莱科技有限公司,2012-05-31 19:25:54.923,2012-05-31 19:25:54.923,1,1946
1016,上海浩翼环保科技有限公司,上海浩翼-浩泽管理员,2012-06-01 10:48:47.013,2012-06-01 10:48:47.013,1,1952
1017,广东华能达电器有限公司,广东华能达-康夫管理员,2012-06-01 10:54:48.847,2012-06-01 10:54:48.847,1,1953
1018,温州市贝威贸易有限公司,温州市贝威-雷瓦管理员,2012-06-01 10:57:43.860,2012-06-01 10:57:43.860,1,1954
1019,安徽桑乐金管理员,桑乐金管理员,2012-11-26 13:37:50.713,2012-06-01 11:09:42.010,1,1955
1020,深圳市不见不散电子有限公司,深圳市不见不散电子有限公司,2012-06-26 19:03:07.160,2012-06-05 09:07:59.820,1,1959
1021,淇誉电子（深圳）有限公司,淇誉电子（深圳）有限公司,2012-06-05 09:14:08.887,2012-06-05 09:14:08.887,1,1962
1022,北京冲击波电子有限责任公司,北京冲击波电子有限责任公司,2013-03-06 14:45:27.550,2012-06-05 09:15:45.503,1,1963
1023,奥特朗电器（广州）有限公司,奥特朗电器（广州）有限公司,2012-06-05 19:03:25.107,2012-06-05 19:03:25.107,1,1920
1024,中山市巧太太卫厨电器有限公司,中山市巧太太卫厨电器有限公司,2012-06-05 19:06:11.793,2012-06-05 19:06:11.793,1,1921
1025,广州图腾信息科技发展有限公司,广州图腾信息科技发展有限公司,2012-06-06 09:01:34.823,2012-06-06 09:01:34.823,1,1964
1026,北京文和时代科技有限公司,北京文和时代科技有限公司,2012-06-12 17:57:31.900,2012-06-12 17:57:31.900,1,1965
1027,北京俊翔科技有限公司,北京俊翔科技有限公司 ,2012-06-18 14:34:09.557,2012-06-18 14:34:09.557,1,1944
1028,厦门斯特贝恩体育用品有限公司,厦门斯特贝恩体育用品有限公司,2012-06-25 18:42:45.967,2012-06-25 18:42:45.967,1,670
1029,深圳市奋达科技股份有限公司,奋达品牌音箱,2013-02-25 18:26:42.267,2012-06-26 08:46:56.573,1,1967
1030,三星（中国）投资有限公司,三星（中国）投资有限公司,2012-06-26 09:39:56.970,2012-06-26 09:39:56.970,1,1968
1031,北京绿如蓝电子商务有限公司,北京绿如蓝-艾美特管理员,2012-06-26 10:12:14.690,2012-06-26 10:12:14.690,1,1957
1032,三星管理员,三星管理员,2012-06-26 10:59:51.083,2012-06-26 10:59:51.083,1,1968
1033,北京神州数码供应链服务有限公司,北京神州数码供应链服务有限公司,2012-06-28 16:20:51.030,2012-06-28 16:20:51.030,1,1969
1034,上海神州数码有限公司,上海神州数码有限公司-IT部门,2012-10-17 13:39:10.677,2012-06-28 16:25:45.403,1,1576
1035,广州神州数码信息科技有限公司,戴尔显示器,2012-11-08 17:55:43.617,2012-06-28 16:26:08.410,1,1970
1036,北京神州数码有限公司,笔记本,2012-11-26 13:55:15.500,2012-06-28 16:26:28.303,1,1971
1037,合肥美菱股份有限公司 ,合肥美菱股份有限公司 ,2012-06-29 14:33:23.510,2012-06-29 14:33:23.510,1,1929
1038,东莞耳神电声科技有限公司,东莞耳神电声科技有限公司,2012-12-27 18:43:04.217,2012-06-29 17:16:25.750,1,1966
1039,深圳市音域科技有限公司,深圳市音域科技有限公司,2012-07-03 15:07:02.210,2012-07-03 15:07:02.210,1,1960
1040,深圳市宾果电子有限公司,深圳市宾果电子有限公司,2012-07-27 17:37:47.017,2012-07-03 15:09:16.493,1,1961
1041,nblg,用户,2012-07-04 11:16:09.663,2012-07-04 11:16:09.663,1,138
1042,北京金鼎丰商贸有限责任公司,北京金鼎丰商贸有限责任公司,2012-07-04 11:57:08.893,2012-07-04 11:57:08.893,1,1972
1043,科奈信操作,操作,2012-07-04 16:42:39.843,2012-07-04 16:42:39.843,1,1723
1044,深圳市吉合昌电子有限公司,深圳市吉合昌电子有限公司,2012-07-05 08:50:07.763,2012-07-05 08:50:07.763,1,1973
1045,宁波英孚婴童用品有限公司,宁波英孚婴童用品有限公司,2012-07-05 16:16:55.613,2012-07-05 16:16:55.613,0,1719
1046,koobee手机管理员,koobee手机管理员,2012-07-06 14:43:21.033,2012-07-06 14:43:21.033,1,719
1047,联强国际（中国）投资有限公司,联强国际（中国）投资有限公司  ,2012-07-10 16:55:52.547,2012-07-10 16:55:52.547,1,1974
1048,明朗国际贸易（上海）有限公司,明朗国际贸易（上海）有限公司,2012-07-10 16:56:46.630,2012-07-10 16:56:46.630,1,1975
1049,深圳市创世达实业有限公司,深圳市创世达实业有限公司,2012-07-10 16:57:50.817,2012-07-10 16:57:50.817,1,1976
1050,深圳市后来者投资有限公司,深圳市后来者投资有限公司,2012-07-10 16:58:54.130,2012-07-10 16:58:54.130,1,1977
1051,珠海跃华科技发展有限公司,珠海跃华科技发展有限公司,2012-07-10 16:59:58.167,2012-07-10 16:59:58.167,1,1978
1052,shjdrj,上海金蝶软件有限公司,2012-07-10 17:06:17.610,2012-07-10 17:06:17.610,0,1945
1053,上海金蝶软件有限公司,上海金蝶软件有限公司,2012-07-10 17:06:57.360,2012-07-10 17:06:57.360,1,1945
1054,群加电子科技（上海）有限公司,群加电子科技（上海）有限公司,2012-07-16 18:53:21.470,2012-07-16 18:53:21.470,1,1938
1055,海信科龙电器股份有限公司 （海信冰洗）,海信科龙电器股份有限公司 （海信冰洗）,2012-07-17 11:03:33.080,2012-07-17 11:03:33.080,1,148
1056,海信科龙电器股份有限公司 （容声冰洗）,海信科龙电器股份有限公司 （容声冰洗）,2012-07-17 11:03:58.923,2012-07-17 11:03:58.923,1,148
1057,北京众生平安科技发展有限公司,北京众生平安科技发展有限公司,2012-07-30 10:22:31.637,2012-07-30 10:22:31.637,1,684
1058,北京世纪劲得保健品有限公司,北京世纪劲得保健品有限公司,2012-07-30 10:33:56.840,2012-07-30 10:33:56.840,1,680
1059,北京本物生物技术有限公司,北京本物生物技术有限公司,2012-07-30 11:04:30.627,2012-07-30 11:04:30.627,1,673
1060,北京国联世贸商贸有限公司,北京国联世贸商贸有限公司,2012-07-30 11:05:01.880,2012-07-30 11:05:01.880,1,675
1061,北京仁和兴舆商贸有限公司,北京仁和兴舆商贸有限公司,2012-07-30 11:05:35.140,2012-07-30 11:05:35.140,1,682
1062,冀州市博爱医疗器械有限公司,冀州市博爱医疗器械有限公司,2012-07-30 11:06:05.227,2012-07-30 11:06:05.227,1,687
1063,上海喜瑞生物科技有限公司,上海喜瑞生物科技有限公司,2013-04-19 11:37:53.407,2012-07-30 11:06:41.773,1,690
1064,gdamdq,广东奥马电器股份有限公司,2012-07-30 11:32:47.150,2012-07-30 11:32:47.150,1,1922
1065,博西家用电器（中国）有限公司,博西家用电器（中国）有限公司,2012-07-30 14:50:08.593,2012-07-30 14:50:08.593,1,1928
1066,东莞市新鸿兴电子有限公司,东莞市新鸿兴电子有限公司,2012-07-30 18:10:04.703,2012-07-30 18:10:04.703,1,1942
1067,赛洛特,赛洛特,2012-08-01 18:44:13.357,2012-08-01 18:44:13.357,1,23
1068,北京孚森新创科技发展有限公司,北京孚森新创科技发展有限公司,2012-08-05 14:40:12.440,2012-08-05 14:40:12.440,1,1937
1069,北京汉王精锐科技有限公司,北京汉王精锐科技有限公司_手写板/电子词典,2012-12-04 13:57:17.837,2012-08-05 14:42:34.300,1,1948
1070,北京汉王信息技术开发有限公司,北京汉王信息技术开发有限公司,2012-08-05 14:44:57.507,2012-08-05 14:44:57.507,0,29
1071,北京汇通融业科技发展有限公司,北京汇通融业科技发展有限公司,2012-08-05 14:48:23.590,2012-08-05 14:48:23.590,1,1939
1072,北京山泽基业科技有限公司,北京山泽基业科技有限公司,2012-08-05 14:52:15.397,2012-08-05 14:52:15.397,1,1941
1073,北京市瑞泽胜为科技有限公司,北京市瑞泽胜为科技有限公司,2012-08-05 14:59:22.797,2012-08-05 14:59:22.797,1,1936
1074,北京随锐科技有限公司,北京随锐科技有限公司,2012-08-05 15:01:02.333,2012-08-05 15:01:02.333,1,1943
1075,东莞市杰凰电子有限公司,东莞市杰凰电子有限公司,2012-08-05 15:03:10.417,2012-08-05 15:03:10.417,1,1934
1076,宁波世磊国际贸易有限公司,宁波世磊国际贸易有限公司,2012-08-05 15:08:41.700,2012-08-05 15:08:41.700,1,1947
1077,上海康提工贸有限公司,上海康提工贸有限公司,2012-08-05 15:11:49.143,2012-08-05 15:11:49.143,1,1940
1078,韬至（北京）科技有限公司,韬至（北京）科技有限公司,2012-08-05 15:14:36.053,2012-08-05 15:14:36.053,1,1933
1079,北京科文华商贸有限责任公司,北京科文华商贸有限责任公司,2012-08-05 15:16:44.813,2012-08-05 15:16:44.813,1,1935
1080,上海捷涌科技经贸发展有限公司 ,上海捷涌科技经贸发展有限公司 ,2012-08-05 15:22:54.333,2012-08-05 15:22:54.333,1,1982
1081,广州梦想家电子科技有限公司,广州梦想家电子科技有限公司,2012-08-05 15:24:24.037,2012-08-05 15:24:24.037,1,1983
1082,深圳市锦镁精密科技有限公司,深圳市锦镁精密科技有限公司,2012-08-05 15:25:58.007,2012-08-05 15:25:58.007,1,1984
1083,深圳市比格电子有限公司,深圳市比格电子有限公司,2012-08-05 15:27:27.177,2012-08-05 15:27:27.177,1,1985
1084,上海晟安电子科技有限公司,上海晟安电子科技有限公司_插座,2013-04-18 14:08:54.820,2012-08-05 15:28:46.660,1,1986
1085,英特曼电工（常州）有限公司,英特曼电工（常州）有限公司,2012-08-05 15:31:29.110,2012-08-05 15:31:29.110,1,1987
1086,北京同为西门科技有限公司,北京同为西门科技有限公司,2012-08-05 15:35:08.050,2012-08-05 15:35:08.050,1,1988
1087,深圳华强电子交易网络有限公司,深圳华强电子交易网络有限公司,2012-08-05 15:36:42.343,2012-08-05 15:36:42.343,1,1989
1088,北京首正文仪科技有限公司,北京首正文仪科技有限公司,2012-08-05 15:38:43.867,2012-08-05 15:38:43.867,1,1990
1089,北京志新博远科技发展有限公司,北京志新博远科技发展有限公司,2012-08-05 15:39:37.463,2012-08-05 15:39:37.463,1,1991
1090,贝尔金贸易（上海）有限公司,贝尔金贸易（上海）有限公司,2012-08-05 15:40:52.497,2012-08-05 15:40:52.497,1,1992
1091,北京中电众诚科技有限责任公司,北京中电众诚科技有限责任公司,2012-08-05 15:41:49.350,2012-08-05 15:41:49.350,1,1993
1092,华为终端数据中心,华为销售数据查询,2013-01-11 10:39:11.397,2012-08-06 08:54:46.170,1,1615
1093,深圳市灵智伟业文化传播有限公司,她世纪时尚图书,2012-08-06 09:01:44.540,2012-08-06 09:01:44.540,1,2118
1094,文和时代用户,文和时代用户,2012-08-06 09:08:20.150,2012-08-06 09:08:20.150,1,1965
1095,天宇朗通用户,天宇朗通用户,2012-08-06 09:14:10.553,2012-08-06 09:14:10.553,1,123
1096,bjtdys,北京泰达益生科贸有限公司,2012-08-29 10:11:02.467,2012-08-06 11:41:57.393,0,1996
1097,shgsyspgx,上海冠生园食品供销有限公司,2012-08-06 11:47:19.797,2012-08-06 11:47:19.797,1,1997
1098,shhxsmyxgs,上海海心商贸有限公司,2012-08-06 11:50:52.727,2012-08-06 11:50:52.727,1,1998
1099,广州暨南数字传媒有限公司,广州暨南数字传媒有限公司,2012-08-07 11:49:29.053,2012-08-07 11:49:29.053,0,1895
1100,北京幻想纵横网络技术有限公司,北京幻想纵横网络技术有限公司,2012-08-07 18:01:43.167,2012-08-07 18:01:43.167,1,2121
1101,北京漫巢文化传播有限公司,北京漫巢文化传播有限公司,2012-08-09 19:22:34.127,2012-08-07 18:10:40.020,1,2122
1102,张慷,张慷,2012-08-09 13:35:34.417,2012-08-09 13:35:34.417,0,1651
1103,杭州蓝狮子文化创意有限公司,杭州蓝狮子文化创意有限公司,2012-08-09 15:58:08.180,2012-08-09 15:58:08.180,0,1671
1104,上海世纪出版股份有限公司译文出版社,上海世纪出版股份有限公司译文出版社,2012-08-10 09:19:38.230,2012-08-10 09:19:38.230,1,2124
1105,北京真心英雄国际影视文化传播有限公司,北京真心英雄国际影视文化传播有限公司,2012-08-10 10:10:52.047,2012-08-10 10:10:52.047,1,2123
1106,安桥（上海）商贸有限公司,安桥（上海）商贸有限公司,2012-08-10 10:34:40.030,2012-08-10 10:34:40.030,1,1995
1107,上海尊堡音响贸易有限公司,上海尊堡音响贸易有限公司,2012-08-10 10:35:26.333,2012-08-10 10:35:26.333,1,1994
1108,中信出版股份有限公司,中信出版股份有限公司,2012-08-10 10:59:08.150,2012-08-10 10:59:08.150,1,2125
1109,北京求是园文化传播有限公司,北京求是园文化传播有限公司,2012-08-10 11:58:00.590,2012-08-10 11:58:00.590,1,1670
1110,中国传媒大学出版社,中国传媒大学出版社ebk0082,2012-08-10 12:47:31.050,2012-08-10 12:47:31.050,1,1646
1111,北京中山响沙图书发行中心,北京中山响沙图书发行中心ebk0240,2012-08-10 15:57:52.900,2012-08-10 15:57:52.900,1,1652
1112,河北万达箱包制品有限公司管理员,河北万达箱包制品有限公司管理员,2012-08-10 16:04:27.377,2012-08-10 16:04:27.377,1,1762
1113,北京易天新动网络科技有限公司,北京易天新动网络科技有限公司,2012-08-13 17:19:08.080,2012-08-13 17:19:08.080,1,2119
1114,北京博瑞森管理咨询有限公司,北京博瑞森管理咨询有限公司,2012-08-14 09:51:17.647,2012-08-14 09:51:17.647,1,2127
1115,山东科学技术出版社有限公司,山东科学技术出版社有限公司ebk0324,2012-08-14 12:04:14.967,2012-08-14 12:04:14.967,1,2140
1116,成都电子科大出版社有限责任公司,成都电子科大出版社有限责任公司ebk0286,2012-08-14 16:14:58.010,2012-08-14 16:14:58.010,1,1911
1117,北京时代光华软件开发有限公司,北京时代光华软件开发有限公司,2012-08-15 11:06:26.547,2012-08-15 11:06:26.547,0,1904
1118,天津凤凰空间文化传媒有限公司 ,凤凰空间,2012-08-17 14:14:43.210,2012-08-17 14:14:43.210,1,1277
1119,《小康》杂志社,《小康》杂志社ebk0273,2012-08-17 16:34:29.273,2012-08-17 16:34:29.273,1,2146
1120,上海极视文化传播有限公司,上海极视文化传播有限公司,2012-08-20 10:17:41.620,2012-08-20 10:17:41.620,1,2133
1121,湖北九通电子音像出版社有限公司,湖北九通电子音像出版社有限公司ebk0230,2012-08-20 10:56:26.327,2012-08-20 10:56:26.327,1,1650
1122,同方管理师,同方负责人,2012-08-20 16:42:30.497,2012-08-20 16:20:10.283,1,171
1123,北欧家庭电器-大家电,北欧家庭电器-大家电,2012-08-20 18:41:28.037,2012-08-20 18:41:28.037,1,145
1124,北京三门映画文化传播有限公司,北京三门映画文化传播有限公司ebk0331,2012-08-21 09:08:19.040,2012-08-21 09:08:19.040,1,2148
1125,bjgll,日百家居管理员,2012-08-21 10:13:42.070,2012-08-21 10:13:42.070,1,1
1126,北京天合万盛科技有限公司,北京天合万盛科技有限公司ebk0249,2012-08-21 11:35:55.413,2012-08-21 11:35:55.413,1,1654
1127,中国教育图书进出口有限公司 ,进出口公司,2012-08-22 15:30:48.023,2012-08-22 15:30:48.023,1,2149
1128,重庆远望科技信息有限公司,重庆远望科技信息有限公司,2012-08-23 09:18:35.297,2012-08-23 09:18:35.297,1,2128
1129,中国图书进出口（集团）总公司 ,,2012-08-23 09:37:28.437,2012-08-23 09:37:28.437,0,56
1130,中国图书进出口（集团）总公司 ,进出口公司,2012-08-23 09:38:47.610,2012-08-23 09:38:47.610,1,2286
1131,京东音像,,2012-08-23 10:28:32.663,2012-08-23 10:28:32.663,0,56
1132,京东音像管理员,京东音像管理员,2012-08-23 10:30:48.460,2012-08-23 10:30:48.460,0,56
1133,北京博雅光华教育科技有限公司,北京博雅光华教育科技有限公司,2012-08-23 10:38:22.027,2012-08-23 10:38:22.027,1,2136
1134,京东音像管理员,京东音像管理员,2012-08-23 11:10:16.897,2012-08-23 11:10:16.897,1,14
1135,上海新索音乐有限公司（音乐）,音乐,2012-08-23 11:47:48.590,2012-08-23 11:47:48.590,1,69
1136,广东弘艺文化传播有限公司,影视,2012-08-23 11:49:08.337,2012-08-23 11:49:08.337,1,2150
1137,北京东方燕园科技发展有限公司,教育音像,2012-08-23 12:03:03.773,2012-08-23 12:03:03.773,1,69
1138,华录出版传媒有限公司,影视,2012-08-23 14:54:30.187,2012-08-23 14:54:30.187,1,2151
1139,黑龙江北方文艺社,电子图书,2012-08-27 09:37:52.520,2012-08-27 09:37:52.520,0,1914
1140,天闻数媒科技（北京）有限公司,天闻数媒,2012-08-28 18:02:43.127,2012-08-28 17:40:22.153,1,2294
1141,南京林人通讯科技有限公司,南京林人通讯科技有限公司,2012-08-28 19:22:03.887,2012-08-28 19:22:03.887,1,2296
1142,怡禾康管理员,怡禾康管理员,2012-08-29 10:04:01.890,2012-08-29 10:04:01.890,1,2144
1143,广州天闻角川动漫有限公司,广州天闻角川动漫有限公司ebk0395,2012-08-30 09:35:25.670,2012-08-30 09:35:25.670,1,2298
1144,接力出版社有限公司,接力社,2012-08-30 10:10:36.550,2012-08-30 10:10:36.550,1,1499
1145,北京出版集团有限责任公司,北京出版集团有限责任公司ebk0200,2012-08-30 11:24:53.803,2012-08-30 11:24:53.803,1,1648
1146,能率（中国）投资有限公司,能率（中国）投资有限公司,2012-08-30 11:51:27.950,2012-08-30 11:51:27.950,1,2299
1147,南京林人,林人管理员,2012-08-30 13:20:22.437,2012-08-30 13:20:22.437,1,2296
1148,上海金邦汽配有限公司管理员,上海金邦汽配有限公司,2012-08-30 14:29:34.103,2012-08-30 14:28:39.640,1,1981
1149,北京康宝卓越,北京康宝卓越商贸有限公司,2012-08-30 15:36:09.930,2012-08-30 15:36:09.930,1,2300
1150,中山市石岐区英杰皮具厂,中山市石岐区英杰皮具厂,2012-08-30 15:54:50.427,2012-08-30 15:54:03.223,0,648
1151,广州皮尔司通皮具实业有限公司 ,广州皮尔司通皮具实业有限公司 ,2012-08-30 16:16:23.373,2012-08-30 16:16:23.373,0,1865
1152,浙江凌秀箱包有限公司,,2012-08-30 17:35:14.027,2012-08-30 17:35:14.027,0,56
1153,浙江步步乐箱包有限公司,浙江步步乐箱包有限公司,2012-08-30 17:37:31.753,2012-08-30 17:37:31.753,1,1785
1154,英迈(中国)投资有限公司 ,英迈(中国)投资有限公司 ,2012-10-12 13:13:42.203,2012-08-30 17:39:02.943,1,1447
1155,新秀丽国际贸易（宁波）有限公司,新秀丽国际贸易（宁波）有限公司,2012-08-30 17:42:05.827,2012-08-30 17:42:05.827,1,1737
1156,新秀集团有限公司,新秀集团有限公司,2012-08-30 17:44:34.577,2012-08-30 17:44:34.577,1,1796
1157,万信达（广州）科技制品有限公司,万信达（广州）科技制品有限公司,2012-08-30 17:47:54.353,2012-08-30 17:47:54.353,0,716
1158,苏州偶然家居装饰有限公司,苏州偶然家居装饰有限公司,2012-08-30 17:50:30.543,2012-08-30 17:50:30.543,1,1853
1159,深圳市嘉鸿实业有限公司,深圳市嘉鸿实业有限公司,2012-08-30 17:55:50.853,2012-08-30 17:55:50.853,0,1729
1160,深圳市恒基伟业商贸有限公司,深圳市恒基伟业商贸有限公司,2012-08-30 17:57:34.053,2012-08-30 17:57:34.053,1,1789
1161,深圳市创世达实业有限公司,深圳市创世达实业有限公司,2012-08-30 17:59:41.133,2012-08-30 17:59:41.133,0,1976
1162,上海翔准商贸有限公司,上海翔准商贸有限公司,2012-08-30 18:07:31.477,2012-08-30 18:07:31.477,1,1749
1163,上海维扬贸易有限公司 ,上海维扬贸易有限公司 ,2012-08-30 18:09:18.060,2012-08-30 18:09:18.060,1,1882
1164,上海芮悦贸易有限公司,上海芮悦贸易有限公司,2012-08-30 18:12:27.240,2012-08-30 18:12:27.240,1,90
1165,上海欧酷网络科技有限公司,上海欧酷网络科技有限公司,2012-08-30 18:14:36.920,2012-08-30 18:14:36.920,1,2006
1166,上海纽恩特实业有限公司,上海纽恩特实业有限公司,2012-08-30 18:16:08.860,2012-08-30 18:16:08.860,1,1761
1167,上海禄诚贸易有限公司,上海禄诚贸易有限公司,2012-08-30 18:17:28.100,2012-08-30 18:17:28.100,1,1883
1168,上海李宁电子商务有限公司,上海李宁电子商务有限公司,2012-08-30 18:19:27.347,2012-08-30 18:19:27.347,1,642
1169,上海华冰清贸易有限公司,上海华冰清贸易有限公司,2012-08-30 18:21:38.113,2012-08-30 18:21:38.113,1,1752
1170,上海哈瑞服饰有限公司,上海哈瑞服饰有限公司,2012-08-30 18:23:06.550,2012-08-30 18:23:06.550,1,1811
1171,森浩商贸（上海）有限公司,森浩商贸（上海）有限公司,2012-08-30 18:25:50.150,2012-08-30 18:25:50.150,1,1745
1172,泉州市顺兴发电子箱包有限公司,泉州市顺兴发电子箱包有限公司,2012-08-30 18:26:57.120,2012-08-30 18:26:57.120,1,1803
1173,泉州沥阳手袋有限公司,泉州沥阳手袋有限公司,2012-08-30 18:28:32.740,2012-08-30 18:28:32.740,1,1751
1174,诺浦敦科技（北京）有限公司,诺浦敦科技（北京）有限公司,2012-08-30 18:30:07.050,2012-08-30 18:30:07.050,1,1860
1175,南京大豪贸易有限公司,南京大豪贸易有限公司,2012-08-30 18:32:01.083,2012-08-30 18:32:01.083,0,705
1176,骏洋（福清）旅游用品有限公司,雷瑟尔（北京）商贸有限公司,2012-08-30 18:32:48.973,2012-08-30 18:32:48.973,0,56
1177,骏洋（福清）旅游用品有限公司,骏洋（福清）旅游用品有限公司,2012-08-30 18:33:14.860,2012-08-30 18:33:14.860,0,56
1178,骏洋（福清）旅游用品有限公司,骏洋（福清）旅游用品有限公司,2012-08-30 18:34:03.797,2012-08-30 18:34:03.797,1,1768
1179,惠州市创盛运动袋厂有限公司,惠州市创盛运动袋厂有限公司,2012-11-01 09:06:17.970,2012-08-30 18:35:46.993,1,1859
1180,宏衢（上海）贸易有限公司,宏衢（上海）贸易有限公司,2012-08-30 18:36:52.313,2012-08-30 18:36:52.313,0,56
1181,宏衢（上海）贸易有限公司,宏衢（上海）贸易有限公司,2012-08-30 18:37:17.040,2012-08-30 18:37:17.040,1,1795
1182,衡阳市一网购电子商务有限责任公司,衡阳市一网购电子商务有限责任公司,2012-12-07 15:41:05.380,2012-08-30 18:38:30.853,1,1864
1183,河北万达箱包制品有限公司,河北万达箱包制品有限公司,2012-12-24 10:43:34.410,2012-08-30 18:39:51.740,1,1762
1184,行家商贸（苏州）有限公司,行家商贸（苏州）有限公司,2012-08-31 10:24:52.157,2012-08-31 10:24:52.157,1,1739
1185,广州英牌数码科技有限公司,广州英牌数码科技有限公司,2012-08-31 10:33:14.430,2012-08-31 10:33:14.430,1,1884
1186,广州市永丰福贸易有限公司,广州市永丰福贸易有限公司,2012-08-31 10:41:23.077,2012-08-31 10:41:23.077,0,56
