id,providerName,providerErpId,providerCode,createTime,updateTime,yn,OWN_SIGN,providerAccount,STS,DRES,GODS
3207,北京智联灵通科技有限公司,554,bjzllt,2012-10-11 19:40:17.347,2012-10-11 19:40:17.347,1,BASE,bjzllt,B,B,B
3208,成都飞鱼星科技开发有限公司,3973,chdfyxkjkf,2012-10-11 19:40:43.467,2012-10-11 19:40:43.467,1,BASE,chdfyxkjkf,B,B,B
3209,南京泛瑞工贸有限责任公司,178,njfr,2012-10-11 19:41:43.413,2012-10-11 19:41:43.413,1,BASE,njfr,B,B,B
3210,南京均然科技有限公司,21941,njjr,2012-10-11 19:42:02.673,2012-10-11 19:42:02.673,1,BASE,njjr,B,B,B
3211,色卡司科技（深圳）有限公司,6085,skskj,2012-10-11 19:42:12.470,2012-10-11 19:42:12.470,1,BASE,skskj,B,B,B
3212,上海艾泰科技有限公司,8642,shatkj,2012-10-11 19:42:22.073,2012-10-11 19:42:22.073,1,BASE,shatkj,B,B,B
3213,上海昂兴信息技术有限公司,670,SHAX,2012-10-11 19:42:34.920,2012-10-11 19:42:34.920,1,BASE,SHAX,B,B,B
3214,上海大亚科技有限公司,27109,shdykj ,2012-10-11 19:42:44.850,2012-10-11 19:42:44.850,1,BASE,shdykj,B,B,B
3215,上海发思达办公通信设备有限公司,7971,shfsdbg,2012-10-11 19:42:55.487,2012-10-11 19:42:55.487,1,BASE,shfsdbg,B,B,B
3216,上海斐讯数据通信技术有限公司,9988,shfxsh,2012-10-11 19:43:06.450,2012-10-11 19:43:06.450,1,BASE,shfxsh,B,B,B
3217,上海科睿思国际贸易有限公司,16175,shkrs,2012-10-11 19:43:16.027,2012-10-11 19:43:16.027,1,BASE,shkrs,B,B,B
3218,上海迈跋贸易有限公司,16901,shmbmy,2012-10-11 19:43:28.757,2012-10-11 19:43:28.757,1,BASE,shmbmy,B,B,B
3219,上海明学信息技术有限公司,10128,shmxxx,2012-10-11 19:43:37.790,2012-10-11 19:43:37.790,1,BASE,shmxxx,B,B,B
3220,上海怡亚通供应链有限公司,3961,shyyt,2012-10-11 19:43:55.480,2012-10-11 19:43:55.480,1,BASE,shyyt,B,B,B
3221,上海中纺电子系统有限公司,7686,shzfdzxt,2012-10-11 19:44:05.553,2012-10-11 19:44:05.553,1,BASE,shzfdzxt,B,B,B
3222,深圳普创天信科技发展有限公司,20924,szpctx,2012-10-11 19:44:17.493,2012-10-11 19:44:17.493,1,BASE,szpctx,B,B,B
3223,深圳市必联电子有限公司,23530,szbl,2012-10-11 19:44:27.833,2012-10-11 19:44:27.833,1,BASE,szbl,B,B,B
3224,深圳市吉祥腾达科技有限公司,1158,szjxtd,2012-10-11 19:44:49.990,2012-10-11 19:44:49.990,1,BASE,szjxtd,B,B,B
3225,深圳市凯洛蜜贸易有限公司,10499,szsklmmy,2012-10-11 19:45:00.090,2012-10-11 19:45:00.090,1,BASE,szsklmmy,B,B,B
3226,深圳市磊科实业有限公司,775,SZLKSY,2012-10-11 19:45:09.657,2012-10-11 19:45:09.657,1,BASE,SZLKSY,B,B,B
3227,深圳市四海众联网络科技有限公司,15004,szsshzlwlkj,2012-10-11 19:45:36.360,2012-10-11 19:45:36.360,1,BASE,szsshzlwlkj,B,B,B
3228,深圳市欣博跃电子有限公司,23845,szxby,2012-10-11 19:45:45.673,2012-10-11 19:45:45.673,1,BASE,szxby,B,B,B
3229,深圳市一线电子有限公司,21270,szsyx,2012-10-11 19:45:54.933,2012-10-11 19:45:54.933,1,BASE,szsyx,B,B,B
3230,世平伟业国际贸易（上海）有限公司,774,shsp,2012-10-11 19:47:00.667,2012-10-11 19:47:00.667,1,BASE,shsp,B,B,B
3231,泰科电子（上海）有限公司,16430,tkdz ,2012-10-11 19:47:09.477,2012-10-11 19:47:09.477,1,BASE,tkdz,B,B,B
3232,友翔电子技术（北京）有限公司,4390,yxdzjs ,2012-10-11 19:47:18.360,2012-10-11 19:47:18.360,1,BASE,yxdzjs,B,B,B
3233,友讯电子设备（上海）有限公司,1916,yxdzsb ,2012-10-11 19:47:28.480,2012-10-11 19:47:28.480,1,BASE,yxdzsb,B,B,B
3234,中国电信股份有限公司北京分公司,1000,zgdx,2012-10-11 19:47:39.927,2012-10-11 19:47:39.927,1,BASE,zgdx,B,B,B
3235,中国电信股份有限公司上海分公司,9122,zhdxgfsh,2012-10-11 19:47:48.467,2012-10-11 19:47:48.467,1,BASE,zhdxgfsh,B,B,B
3236,中国联合网络通信有限公司安徽省分公司,15097,zglttxah,2012-10-11 19:47:56.707,2012-10-11 19:47:56.707,1,BASE,zglttxah,B,B,B
3237,中国联合网络通信有限公司北京市分公司,6179,zglhwlbj,2012-10-11 19:48:05.330,2012-10-11 19:48:05.330,1,BASE,zglhwlbj,B,B,B
3238,中国联合网络通信有限公司江苏省分公司,7364,zglhwljs,2012-10-11 19:48:16.023,2012-10-11 19:48:16.023,1,BASE,zglhwljs,B,B,B
3239,中国联合网络通信有限公司上海市分公司,2767,zglhwltx,2012-10-11 19:48:26.457,2012-10-11 19:48:26.457,1,BASE,zglhwltx,B,B,B
3240,中国联合网络通信有限公司天津市分公司,7285,zglttxtj,2012-10-11 19:48:38.730,2012-10-11 19:48:38.730,1,BASE,zglttxtj,B,B,B
3241,中国联合网络通信有限公司重庆市分公司,9601,zhltcq,2012-10-11 19:48:47.017,2012-10-11 19:48:47.017,1,BASE,zhltcq,B,B,B
3242,珠海格之格数码科技有限公司北京销售分公司,661,zhnsdsm,2012-10-11 19:48:58.703,2012-10-11 19:48:58.703,1,BASE,zhnsdsm,B,B,B
3243,珠海天威泛凌贸易有限公司,7845,zhtwflmy,2012-10-11 19:49:11.747,2012-10-11 19:49:11.747,1,BASE,zhtwflmy,B,B,B
3244,紫光数码（苏州）集团有限公司,21940,zgsmsz,2012-10-11 19:49:21.383,2012-10-11 19:49:21.383,1,BASE,zgsmsz,B,B,B
3245,无锡巨人网络科技有限公司,26277,wxjr,2012-10-11 19:49:30.543,2012-10-11 19:49:30.543,1,BASE,wxjr,B,B,B
3246,广州网易计算机系统有限公司,19495,zgwyjsjxt,2012-10-11 19:49:51.497,2012-10-11 19:49:51.497,1,BASE,zgwyjsjxt,B,B,B
3247,上海网之易网络科技发展有限公司,26007,shwzy,2012-10-11 19:50:00.597,2012-10-11 19:50:00.597,1,BASE,shwzy,B,B,B
3248,北京欧信兴业科技有限公司,384,bjoxxy,2012-10-11 19:52:11.883,2012-10-11 19:52:11.883,1,BASE,bjoxxy,B,B,B
3249,广州学思电脑科技有限公司,18873,gzxsdn,2012-10-11 19:52:26.647,2012-10-11 19:52:26.647,1,BASE,gzxsdn,B,B,B
3250,北京东帆恒升科技有限公司,264,bjdfhs,2012-10-11 19:53:04.040,2012-10-11 19:53:04.040,1,BASE,bjdfhs,B,B,B
3251,广州映众信息科技有限公司,111,gzyz,2012-10-11 19:53:22.813,2012-10-11 19:53:22.813,1,BASE,gzyz,B,B,B
3252,深圳市朗琴音响技术有限公司,10419,szslq,2012-10-11 19:53:40.720,2012-10-11 19:53:40.720,1,BASE,szslq,B,B,B
3253,上海奥宁电子科技有限公司,11702,shandz,2012-10-11 19:53:54.247,2012-10-11 19:53:54.247,1,BASE,shandz,B,B,B
3254,广东得胜电子有限公司,13853,gddsdz,2012-10-11 19:54:06.243,2012-10-11 19:54:06.243,1,BASE,gddsdz,B,B,B
3255,深圳市京华网络营销有限公司,21254,szsjh,2012-10-11 19:54:17.453,2012-10-11 19:54:17.453,1,BASE,szsjh,B,B,B
3256,深圳市洛明实业发展有限公司,18064,szslm,2012-10-11 19:54:49.523,2012-10-11 19:54:49.523,1,BASE,szslm,B,B,B
3257,广州明岳贸易有限公司,12636,gzmymy,2012-10-11 19:55:00.850,2012-10-11 19:55:00.850,1,BASE,gzmymy,B,B,B
3258,北京爱智达人教育科技有限公司,14629,bk0990,2012-10-11 19:57:39.837,2012-10-11 19:57:39.837,1,BASE,bk0990,B,B,B
3259,北京闻章天成图书有限公司,13962,bk0977,2012-10-11 19:57:49.903,2012-10-11 19:57:49.903,1,BASE,bk0977,B,B,B
3260,新华出版社,4527,bk0225,2012-10-11 19:58:00.720,2012-10-11 19:58:00.720,1,BASE,bk0225,B,B,B
3261,北京驼铃歌图书有限责任公司,14377,bk0996,2012-10-11 19:58:11.200,2012-10-11 19:58:11.200,1,BASE,bk0996,B,B,B
3262,北京凤凰雪漫文化有限公司,14363,bk0994,2012-10-11 19:58:22.487,2012-10-11 19:58:22.487,1,BASE,bk0994,B,B,B
3263,深圳市睿易通电子有限公司,21954,szsryt,2012-10-12 15:19:01.567,2012-10-12 15:19:01.567,1,BASE,szsryt,N,N,N
3264,广州市贺氏办公设备有限公司,26005,gzhsbg,2012-10-12 15:19:20.747,2012-10-12 15:19:20.747,1,BASE,gzhsbg,N,N,N
3265,北京拉卡拉网络技术有限公司,23004,bjlkl,2012-10-12 15:20:18.473,2012-10-12 15:20:18.473,1,BASE,bjlkl,N,N,N
3266,广东百佳百特实业有限公司,4616,gdbjbtshy,2012-10-12 15:20:33.687,2012-10-12 15:20:33.687,1,BASE,gdbjbtshy,N,N,N
3267,北京天苑森林商贸有限公司,13644,bjtyslsm,2012-10-12 15:20:57.300,2012-10-12 15:20:57.300,1,BASE,bjtyslsm,N,N,N
3268,成都海兰科技有限公司,4833,cdhlkj,2012-10-12 15:21:12.727,2012-10-12 15:21:12.727,1,BASE,cdhlkj,N,N,N
3269,佛山市鑫蕊贸易有限公司,15511,fssxr,2012-10-12 15:21:26.470,2012-10-12 15:21:26.470,1,BASE,fssxr,N,N,N
3270,金光创利办公纸品（上海）有限公司,13820,jgclbgzpsh,2012-10-12 15:21:41.253,2012-10-12 15:21:41.253,1,BASE,jgclbgzpsh,N,N,N
3271,凯博昊隆（北京）文化办公用品有限公司,25663,kbhlbj,2012-10-12 15:22:35.997,2012-10-12 15:22:35.997,1,BASE,kbhlbj,N,B,N
3272,青岛易凯萨电子商务有限公司,27655,xdyks,2012-10-12 15:22:56.967,2012-10-12 15:22:56.967,1,BASE,xdyks,N,N,N
3273,森信纸业（北京）有限公司,11872,sxzybj,2012-10-12 15:23:10.620,2012-10-12 15:23:10.620,1,BASE,sxzybj,N,N,N
3274,上海安兴汇东纸业有限公司,4312,shaxhd,2012-10-12 15:23:27.387,2012-10-12 15:23:27.387,1,BASE,shaxhd,N,N,N
3275,上海乐喜纸业包装材料有限公司,4373,shlxzy,2012-10-12 15:23:41.677,2012-10-12 15:23:41.677,1,BASE,shlxzy,N,N,N
3276,上海祥网瑞电子科技有限公司,16664,shxwrdzkj,2012-10-12 15:23:58.657,2012-10-12 15:23:58.657,1,BASE,shxwrdzkj,N,N,N
3277,上海悦鼎贸易有限公司,3862,shshydmy,2012-10-12 15:24:11.920,2012-10-12 15:24:11.920,1,BASE,shshydmy,N,N,N
3278,武汉先晟商贸有限公司,19498,whxs,2012-10-12 15:24:44.290,2012-10-12 15:24:44.290,1,BASE,whxs,N,N,N
3279,厦门安妮股份有限公司北京分公司,20988,xmangf,2012-10-12 15:24:59.573,2012-10-12 15:24:59.573,1,BASE,xmangf,N,N,N
3280,北京振宇锐智国际文化有限公司,15306,bk1028 ,2012-10-12 15:35:53.530,2012-10-12 15:35:53.530,1,BASE,bk1028,B,B,B
3281,中国税务出版社,13961,bk0975,2012-10-12 15:36:05.460,2012-10-12 15:36:05.460,1,BASE,bk0975,B,B,B
3282,明天出版社有限公司,16431,bk1059,2012-10-12 15:37:14.260,2012-10-12 15:37:14.260,1,BASE,bk1059,B,B,B
3283,北京硕兴贸易有限公司,19510,bjsxmy,2012-10-12 15:44:43.270,2012-10-12 15:44:43.270,1,BASE,bjsxmy,N,N,N
3284,北京西玛国正商用表单技术有限公司,8269,bjxmgz,2012-10-12 15:45:01.387,2012-10-12 15:45:01.387,1,BASE,bjxmgz,N,N,N
3285,北京祥网瑞数字技术有限公司,3445,bjxwrszjs,2012-10-12 15:45:22.970,2012-10-12 15:45:22.970,1,BASE,bjxwrszjs,N,N,N
3286,北京志鹏伟业科技发展有限公司,3750,bjzhpwykjfzh,2012-10-12 15:45:36.753,2012-10-12 15:45:36.753,1,BASE,bjzhpwykjfzh,N,N,N
3287,成都市振兴恒贸易有限公司,3863,chdshzhxhmy,2012-10-12 15:46:13.377,2012-10-12 15:46:13.377,1,BASE,chdshzhxhmy,N,N,N
3288,广东天章信息纸品有限公司,4314,gztzxx,2012-10-12 15:46:29.757,2012-10-12 15:46:29.757,1,BASE,gztzxx,N,N,N
3289,广州市森信纸业有限公司,3864,gzhshsxzhy,2012-10-12 15:46:45.840,2012-10-12 15:46:45.840,1,BASE,gzhshsxzhy,N,N,N
3290,广州市益而高贸易发展有限公司,15339,gzsyeg,2012-10-12 15:46:59.690,2012-10-12 15:46:59.690,1,BASE,gzsyeg,N,N,N
3291,广州心联贸易有限公司,3503,gzxlmy,2012-10-12 15:54:57.377,2012-10-12 15:54:57.377,1,BASE,gzxlmy,N,N,N
3292,辽宁科普纸业发展有限公司,11185,lnkpzy,2012-10-12 15:55:14.903,2012-10-12 15:55:14.903,1,BASE,lnkpzy,N,N,N
3293,上海中晶贸易有限公司,7090,shzjmy,2012-10-12 15:55:29.480,2012-10-12 15:55:29.480,1,BASE,shzjmy,N,N,N
3294,上海珠章供应链有限公司,22155,shzzgyl,2012-10-12 15:55:43.267,2012-10-12 15:55:43.267,1,BASE,shzzgyl,N,N,N
3295,深圳市金蝶软件配套用品有限公司,23542,szsjdrj,2012-10-12 15:55:57.620,2012-10-12 15:55:57.620,1,BASE,szsjdrj,N,N,N
3296,沈阳新东港纸业有限公司,16881,syxdg,2012-10-12 15:56:10.070,2012-10-12 15:56:10.070,1,BASE,syxdg,N,N,N
3297,武汉金天章纸品有限公司,21756,whjtzzp,2012-10-12 15:56:22.570,2012-10-12 15:56:22.570,1,BASE,whjtzzp,N,N,N
3298,紫光数码有限公司,410,zgsm,2012-10-12 16:15:50.853,2012-10-12 16:15:50.853,1,BASE,zgsm,B,B,B
3299,北京奔图科技有限公司,10196,bjbtkj,2012-10-12 16:16:04.533,2012-10-12 16:16:04.533,1,BASE,bjbtkj,B,B,B
3300,深圳市乙辰科技发展有限公司,27715,szyckj,2012-10-15 09:03:55.477,2012-10-15 09:03:55.477,1,BASE,szyckj,B,B,B
3301,惠科电子（深圳）有限公司,9063,hkdzsz,2012-10-15 09:42:21.300,2012-10-15 09:42:21.300,1,BASE,hkdzsz,B,B,B
3302,飞生（上海）电子科技有限公司,6756,fsshdzkjyxgs,2012-10-15 09:57:10.257,2012-10-15 09:57:10.257,1,BASE,fsshdzkjyxgs,B,B,B
3303,威海真琪电子有限公司,8434,whzqdz,2012-10-15 09:57:18.480,2012-10-15 09:57:18.480,1,BASE,whzqdz,B,B,B
3304,武汉艾德蒙科技股份有限公司,14169,whadm,2012-10-15 09:58:06.543,2012-10-15 09:58:06.543,1,BASE,whadm,B,B,B
3305,启东市久正支架制造有限公司,13873,qdsjzzjzz,2012-10-15 09:58:44.617,2012-10-15 09:58:44.617,1,BASE,qdsjzzjzz,B,B,B
3306,瀚斯宝丽商贸（上海）有限公司,8041,hsblsm,2012-10-15 09:58:53.003,2012-10-15 09:58:53.003,1,BASE,hsblsm,B,B,B
3307,深圳市联亚科技有限公司,13071,szsly,2012-10-15 09:59:01.340,2012-10-15 09:59:01.340,1,BASE,szsly,B,B,B
3308,北京志凌云科贸有限公司,10583,bjzly,2012-10-15 14:11:45.343,2012-10-15 14:11:45.343,1,BASE,bjzly,B,B,B
3309,上海凡正电子科技有限公司,18,shfz,2012-10-15 14:11:58.930,2012-10-15 14:11:58.930,1,BASE,shfz,B,B,B
3310,广西长城计算机有限公司,14216,gxccjsj,2012-10-15 14:12:08.400,2012-10-15 14:12:08.400,1,BASE,gxccjsj,B,B,B
3311,北京创恒盈展科贸有限公司,4547,bjchyz,2012-10-15 14:12:28.857,2012-10-15 14:12:28.857,1,BASE,bjchyz,B,B,B
3312,建达蓝德计算机国际贸易（上海）有限公司,9622,jdldjsj,2012-10-15 14:13:11.270,2012-10-15 14:13:11.270,1,BASE,jdldjsj,B,B,B
3313,亿通万方科技（北京）有限公司,12551,ytwfkj,2012-10-15 14:13:55.227,2012-10-15 14:13:55.227,1,BASE,ytwfkj,B,B,B
3314,北京金凯怡风商贸有限公司,636,bjjkyf,2012-10-15 14:14:35.440,2012-10-15 14:14:35.440,1,BASE,bjjkyf,B,B,B
3315,东莞市永聿电子有限公司,18058,dgsyy,2012-10-15 14:14:52.980,2012-10-15 14:14:52.980,1,BASE,dgsyy,B,B,B
3316,北京翌诺泰克科技有限公司,3083,bjyntkkj,2012-10-15 14:15:24.617,2012-10-15 14:15:24.617,1,BASE,bjyntkkj,B,B,B
3317,北京北天致远科技中心,914,bjbjzy,2012-10-15 14:15:31.757,2012-10-15 14:15:31.757,1,BASE,bjbjzy,B,B,B
3318,北京曜越华展科技有限公司,9871,bjyy,2012-10-15 14:15:38.850,2012-10-15 14:15:38.850,1,BASE,bjyy,B,B,B
3319,深圳市超级花电子有限公司,6352,szscjh,2012-10-15 14:15:54.870,2012-10-15 14:15:54.870,1,BASE,szscjh,B,B,B
3320,上海爱维科技有限公司,604,shaw,2012-10-15 14:16:40.203,2012-10-15 14:16:40.203,1,BASE,shaw,B,B,B
3321,北京天润海旭电子技术有限公司,1156,bjtrhx,2012-10-15 14:16:50.950,2012-10-15 14:16:50.950,1,BASE,bjtrhx,B,B,B
3322,南京翔升伟业科技有限公司,18322,njxswy,2012-10-15 14:16:58.967,2012-10-15 14:16:58.967,1,BASE,njxswy,B,B,B
3323,深圳市智赢数信技术服务有限公司,17231,szszysx,2012-10-15 14:17:07.653,2012-10-15 14:17:07.653,1,BASE,szszysx,B,B,B
3324,上海微必洁信息科技有限公司,4426,shwbjxx,2012-10-15 14:17:16.917,2012-10-15 14:17:16.917,1,BASE,shwbjxx,B,B,B
3325,中捷通信有限公司,10076,zjtx,2012-10-15 14:17:25.393,2012-10-15 14:17:25.393,1,BASE,zjtx,B,B,B
3326,北京商科天翔新技术有限责任公司 ,261,bjsktx,2012-10-15 14:17:32.853,2012-10-15 14:17:32.853,1,BASE,bjsktx,B,B,B
3327,深圳市映德电子科技有限公司,10955,szsyd,2012-10-15 14:18:38.273,2012-10-15 14:18:38.273,1,BASE,szsyd,B,B,B
3328,微优商贸（深圳）有限公司,619,szwy,2012-10-15 14:18:46.710,2012-10-15 14:18:46.710,1,BASE,szwy,B,B,B
3329,济南新华强科贸有限公司,10998,jnxhq,2012-10-15 14:18:53.780,2012-10-15 14:18:53.780,1,BASE,jnxhq,B,B,B
3330,联毅电子（惠州）有限公司,2989,lydzhz,2012-10-15 14:19:12.353,2012-10-15 14:19:12.353,1,BASE,lydzhz,B,B,B
3331,联升科技（苏州）有限公司,23851,lskjsz,2012-10-15 14:19:21.623,2012-10-15 14:19:21.623,1,BASE,lskjsz,B,B,B
3332,上海卓冠电子科技有限公司,8352,shzgdz,2012-10-15 14:19:28.743,2012-10-15 14:19:28.743,1,BASE,shzgdz,B,B,B
3333,成都诗雨数字科技有限公司,4580,cdsykj,2012-10-15 14:19:35.670,2012-10-15 14:19:35.670,1,BASE,cdsykj,B,B,B
3334,北京佳捷诚讯科技有限公司,250,bjjjcx,2012-10-15 14:19:43.043,2012-10-15 14:19:43.043,1,BASE,bjjjcx,B,B,B
3335,北京天欣盛和商贸有限公司,3315,BJTXSHSM,2012-10-15 14:19:52.167,2012-10-15 14:19:52.167,1,BASE,bjtxshsm,B,B,B
3336,深圳市星宇泉机箱制造有限公司,14747,szsxyq,2012-10-15 14:20:21.037,2012-10-15 14:20:21.037,1,BASE,szsxyq,B,B,B
3337,深圳思名烨科技有限公司,14746,szsmykjgs,2012-10-15 14:20:30.307,2012-10-15 14:20:30.307,1,BASE,szsmykjgs,B,B,B
3338,北京联科创新技术有限公司,557,bjlkcx,2012-10-15 14:20:36.823,2012-10-15 14:20:36.823,1,BASE,bjlkcx,B,B,B
3339,北京玖钛华通科贸有限公司,15371,bjjtht,2012-10-15 14:20:54.347,2012-10-15 14:20:54.347,1,BASE,bjjtht,B,B,B
3340,东莞市三众电子科技有限公司,14748,dgssz,2012-10-15 14:21:02.793,2012-10-15 14:21:02.793,1,BASE,dgssz,B,B,B
3341,广州澳捷科技有限公司,13039,gzajkj,2012-10-15 14:21:18.577,2012-10-15 14:21:18.577,1,BASE,gzajkj,B,B,B
3342,东莞市金河田实业有限公司,10626,gsjht,2012-10-15 14:21:25.543,2012-10-15 14:21:25.543,1,BASE,gsjht,B,B,B
3343,北京乐之邦电子科技有限公司,242,bjlzb,2012-10-15 14:21:43.557,2012-10-15 14:21:43.557,1,BASE,bjlzb,B,B,B
3344,北京瑞志和众科技有限公司,5769,bjrzhz,2012-10-15 14:21:50.673,2012-10-15 14:21:50.673,1,BASE,bjrzhz,B,B,B
3345,北京扬帆兴业科技有限公司,1184,bjyfxy,2012-10-15 14:21:57.773,2012-10-15 14:21:57.773,1,BASE,bjyfxy,B,B,B
3346,北京微辰信息技术有限公司,795,bjwc,2012-10-15 14:22:06.060,2012-10-15 14:22:06.060,1,BASE,bjwc,B,B,B
3347,深圳市航嘉驰源电气股份有限公司,16000,szshj,2012-10-15 14:22:13.153,2012-10-15 14:22:13.153,1,BASE,szshj,B,B,B
3348,上海宇力电子有限公司,8325,shyldz,2012-10-15 14:22:20.813,2012-10-15 14:22:20.813,1,BASE,shyldz,B,B,B
3349,南京华旗资讯科技有限公司,5270,njhqzx,2012-10-15 14:22:27.977,2012-10-15 14:22:27.977,1,BASE,njhqzx,B,B,B
3350,北京伟杰永安科技发展有限公司,141,bjwjya,2012-10-15 14:22:36.340,2012-10-15 14:22:36.340,1,BASE,bjwjya,B,B,B
3351,东莞市银石贸易有限公司,7727,dgsys,2012-10-15 14:22:43.330,2012-10-15 14:22:43.330,1,BASE,dgsys,B,B,B
3352,上海科赛企业发展有限公司,20221,shksqy,2012-10-15 14:26:46.230,2012-10-15 14:26:46.230,1,BASE,shksqy,B,B,B
3353,上海建奇数码电子有限公司,3706,shhjqshmdz,2012-10-15 14:26:53.523,2012-10-15 14:26:53.523,1,BASE,shhjqshmdz,B,B,B
3354,北京泰丰合创科技发展有限公司,407,bjtfhc,2012-10-15 14:27:01.370,2012-10-15 14:27:01.370,1,BASE,bjtfhc,B,B,B
3355,戴尔（中国）有限公司,2444,dezg,2012-10-15 14:46:04.783,2012-10-15 14:46:04.783,1,BASE,dezg,B,B,B
3356,北京合力创新科技有限公司,3448,bjhlcxkj,2012-10-15 14:46:21.273,2012-10-15 14:46:21.273,1,BASE,bjhlcxkj,B,B,B
3357,北京盛世想联科贸有限公司,49,bjssxl,2012-10-15 14:46:55.640,2012-10-15 14:46:55.640,1,BASE,bjssxl,B,B,B
3358,惠普（重庆）有限公司,7902,hpcqyxgs,2012-10-15 14:47:05.310,2012-10-15 14:47:05.310,1,BASE,hpcqyxgs,B,B,B
3359,北京望耀科技发展有限公司,1120,BJWYKJ,2012-10-15 14:48:59.750,2012-10-15 14:48:59.750,1,BASE,bjwykj,B,B,B
3360,苏州工业园区博派科技有限公司,26774,szgyyqbpkj,2012-10-15 14:49:07.580,2012-10-15 14:49:07.580,1,BASE,szgyyqbpkj,B,B,B
3361,深圳市神舟电脑股份有限公司,3905,szszdng,2012-10-15 14:49:14.570,2012-10-15 14:49:14.570,1,BASE,szszdng,B,B,B
3362,宏碁电脑（上海）有限公司,4719,hqdn,2012-10-15 14:49:41.917,2012-10-15 14:49:41.917,1,BASE,hqdn,B,B,B
3363,上海季风图书有限公司,14168,bk0989,2012-10-15 15:01:46.070,2012-10-15 15:01:46.070,1,BASE,bk0989,B,B,B
3364,武汉市新新图书有限公司,16173,bk1050,2012-10-15 15:01:55.027,2012-10-15 15:01:55.027,1,BASE,bk1050,B,B,B
3365,北京简之牍文化发展有限公司,16812,bk1064,2012-10-15 15:02:01.590,2012-10-15 15:02:01.590,1,BASE,bk1064,B,B,B
3366,杭州果麦文化传媒有限公司,25929,bk1109,2012-10-15 15:02:08.630,2012-11-09 14:16:38.410,1,BASE,bk1109,B,B,B
3367,北京海睿腾达科技有限公司,12293,bjhrtd,2012-10-15 15:29:20.067,2012-10-15 15:29:20.067,1,BASE,bjhrtd,B,B,B
3368,深圳伟仕宏业电子有限公司,621,szwsh,2012-10-15 15:30:10.237,2012-10-15 15:30:10.237,1,BASE,szwsh,B,B,B
3369,惠州酷友网络科技有限公司,26520,hzky,2012-10-15 15:50:04.443,2012-10-15 15:50:04.443,1,BASE,hzky,B,B,B
3370,上海梵迪经贸发展有限公司,9606,shfdjm,2012-10-15 16:15:30.550,2012-10-15 16:15:30.550,1,BASE,shfdjm,B,B,B
3371,深圳市万宝兴实业有限公司,10487,szswbx,2012-10-15 16:15:42.517,2012-10-15 16:15:42.517,1,BASE,szswbx,B,B,B
3372,东强国际贸易（北京）有限公司,7021,dqgjmy,2012-10-15 16:16:26.717,2012-10-15 16:16:26.717,1,BASE,dqgjmy,B,B,B
3373,北京金合百利商贸有限公司,8226,bjjhbl,2012-10-15 16:16:33.733,2012-10-15 16:16:33.733,1,BASE,bjjhbl,B,B,B
3374,北京市安德易洋酒经贸发展公司,10567,bjsady,2012-10-15 16:16:41.013,2012-10-15 16:16:41.013,1,BASE,bjsady,B,B,B
3375,荣源盛（北京）国际贸易有限公司,8881,rysbj,2012-10-15 16:16:59.117,2012-10-15 16:16:59.117,1,BASE,rysbj,B,B,B
3376,上海朗廷商贸有限公司,9418,shltsmyxgs,2012-10-15 16:17:10.070,2012-10-15 16:17:10.070,1,BASE,shltsmyxgs,B,B,B
3377,北京万多吉商贸有限公司,10102,bjwdj,2012-10-15 16:18:08.773,2012-10-15 16:18:08.773,1,BASE,bjwdj,B,B,B
3378,北京美多维食品有限公司,5596,bjmdwsp,2012-10-15 16:18:26.847,2012-10-15 16:18:26.847,1,BASE,bjmdwsp,B,B,B
3379,北京亿中燕恩商贸有限公司,8829,bjyzye,2012-10-15 16:19:02.283,2012-10-15 16:19:02.283,1,BASE,bjyzye,B,B,B
3380,杭州盛夏进出口有限公司,12481,hzsx,2012-10-15 16:19:15.980,2012-10-15 16:19:15.980,1,BASE,hzsx,B,B,B
3381,上海钦屋经贸有限公司,6592,shqwjm,2012-10-15 16:19:44.550,2012-10-15 16:19:44.550,1,BASE,shqwjm,B,B,B
3382,上海山隆实业有限公司,15805,shslsy,2012-10-15 16:19:57.070,2012-10-15 16:19:57.070,1,BASE,shslsy,B,B,B
3383,北京顺发行商贸有限责任公司,2502,bjsfsm,2012-10-15 16:20:16.730,2012-10-15 16:20:16.730,1,BASE,bjsfsm,B,B,B
3384,上海瀚普进出口贸易有限公司,20222,shhpjck,2012-10-15 16:20:44.813,2012-10-15 16:20:44.813,1,BASE,shhpjck,B,B,B
3385,上海泓滔贸易有限公司,23303,shht,2012-10-15 16:21:28.667,2012-10-15 16:21:28.667,1,BASE,shht,B,B,B
3386,上海伊纳思贸易有限公司,20555,shynsmy,2012-10-15 16:21:56.397,2012-10-15 16:21:56.397,1,BASE,shynsmy,B,B,B
3387,青岛韦尔通贸易有限公司,19533,qdwet,2012-10-15 16:23:31.633,2012-10-15 16:23:31.633,1,BASE,qdwet,B,B,B
3388,上海润清食品有限公司,21138,shrqsp,2012-10-15 16:23:51.970,2012-10-15 16:23:51.970,1,BASE,shrqsp,B,B,B
3389,上海子润实业有限公司,17809,shzrsygs,2012-10-15 16:23:58.567,2012-10-15 16:23:58.567,1,BASE,shzrsygs,B,B,B
3390,准石国际贸易（上海）有限公司,19532,zsgjmy,2012-10-15 16:24:14.403,2012-10-15 16:24:14.403,1,BASE,zsgjmy,B,B,B
