id,providerName,providerErpId,providerCode,createTime,updateTime,yn,OWN_SIGN,providerAccount,STS,DRES,GODS
1255,科学技术文献出版社,11654,bk0909,2012-02-29 17:41:29.537,2012-02-29 17:41:29.537,1,BASE,bk0909,B,B,B
1256,山西新视野全景图书有限公司,11774,bk0910,2012-02-29 17:41:35.127,2012-02-29 17:41:35.127,1,BASE,bk0910,B,B,B
1257,长沙市越华文化传播有限公司,12476,bk0913,2012-02-29 17:41:43.210,2012-02-29 17:41:43.210,1,BASE,bk0913,B,B,B
1258,云南科技出版社有限责任公司,12478,bk0914,2012-02-29 17:41:49.993,2012-02-29 17:41:49.993,1,BASE,bk0914,B,B,B
1259,南京源鑫文化传播有限公司,12548,bk0916,2012-02-29 17:41:56.343,2012-02-29 17:41:56.343,1,BASE,bk0916,B,B,B
1260,北京云居天地文化发展有限公司,12550,bk0917,2012-02-29 17:49:49.540,2012-02-29 17:49:49.540,1,BASE,bk0917,B,B,B
1261,陕西安人文化传播有限公司（乐乐趣图书）,12264,bk0924,2012-02-29 17:49:55.273,2012-02-29 17:49:55.273,1,BASE,bk0924,B,B,B
1262,青海人民出版社有限责任公司,12549,bk0926,2012-02-29 17:50:01.413,2012-02-29 17:50:01.413,1,BASE,bk0926,B,B,B
1263,山东星火国际传媒集团有限公司,12488,bk0934,2012-02-29 17:50:07.373,2012-02-29 17:50:07.373,1,BASE,bk0934,B,B,B
1264,江苏津桥书局有限责任公司,12715,bk0949,2012-02-29 17:50:12.863,2012-02-29 17:50:12.863,1,BASE,bk0949,B,B,B
1265,北京麒麟书香图书发行有限公司,12714,bk0950,2012-02-29 17:53:11.277,2012-02-29 17:53:11.277,1,BASE,bk0950,B,B,B
1266,北京天沐乐源文化发展有限公司,12552,bk0952,2012-02-29 17:53:16.950,2012-02-29 17:53:16.950,1,BASE,bk0952,B,B,B
1267,武汉世图图书出版有限公司,13182,bk0953,2012-02-29 17:53:22.533,2012-02-29 17:53:22.533,1,BASE,bk0953,B,B,B
1268,吉林省《空中英语教室》杂志社,13184,bk0954,2012-02-29 17:53:27.730,2012-02-29 17:53:27.730,1,BASE,bk0954,B,B,B
1269,北京德慧智文化传媒有限责任公司,13421,bk0956,2012-02-29 17:53:34.323,2012-02-29 17:53:34.323,1,BASE,bk0956,B,B,B
1270,北京读品联合文化传媒有限公司,12955,bk0957,2012-02-29 17:53:40.787,2012-02-29 17:53:40.787,1,BASE,bk0957,B,B,B
1271,上海趣威文化发展有限公司,13420,bk0958,2012-02-29 17:59:45.087,2012-02-29 17:59:45.087,1,BASE,bk0958,B,B,B
1272,北京圣才时代教育科技有限公司,13419,bk0959,2012-02-29 17:59:51.160,2012-02-29 17:59:51.160,1,BASE,bk0959,B,B,B
1273,湖北教育出版社有限公司,13438,bk0965,2012-02-29 17:59:57.050,2012-02-29 17:59:57.050,1,BASE,bk0965,B,B,B
1274,中国长安出版社,13422,bk0966,2012-02-29 18:00:03.500,2012-02-29 18:00:03.500,1,BASE,bk0966,B,B,B
1275,北京海潮出版社,13689,bk0967,2012-02-29 18:00:09.967,2012-02-29 18:00:09.967,1,BASE,bk0967,B,B,B
1276,北京罗马银春图书有限公司,13552,bk0968,2012-02-29 18:00:15.597,2012-02-29 18:00:15.597,1,BASE,bk0968,B,B,B
1277,天津凤凰空间文化传媒有限公司,13690,bk0969,2012-02-29 18:00:21.127,2012-02-29 18:00:21.127,1,BASE,bk0969,B,B,B
1278,北京紫英轩文化传播有限公司,13691,bk0970,2012-02-29 18:00:26.973,2012-02-29 18:00:26.973,1,BASE,bk0970,B,B,B
1279,新经典发行有限公司,14560,bk1001,2012-02-29 18:00:34.610,2012-02-29 18:00:34.610,1,BASE,bk1001,B,B,B
1280,轻工业出版社发行部,14630,bk0995,2012-02-29 18:00:40.060,2012-02-29 18:00:40.060,1,BASE,bk0995,B,B,B
1281,新经典发行有限公司(定制）,14641,bk1003,2012-02-29 18:00:46.733,2012-02-29 18:00:46.733,1,BASE,bk1003,B,B,B
1282,江苏译林出版社有限公司,4428,bk0005,2012-02-29 18:00:52.387,2012-02-29 18:00:52.387,1,BASE,bk0005,B,B,B
1283,童趣出版有限公司,4650,bk0073,2012-02-29 18:01:01.290,2012-02-29 18:01:01.290,1,BASE,bk0073,B,B,B
1284,北京儒意欣欣文化发展有限公司,9187,bk0799,2012-02-29 18:01:07.643,2012-02-29 18:01:07.643,1,BASE,bk0799,B,B,B
1285,广州天闻角川动漫有限公司,13964,bk0979,2012-02-29 18:01:14.337,2012-02-29 18:01:14.337,1,BASE,bk0979,B,B,B
1286,北京凤凰千高原文化传播有限公司,14912,bk0985,2012-02-29 18:01:20.063,2012-02-29 18:01:20.063,1,BASE,bk0985,B,B,B
1287,中国教育图书进出口有限公司,8100,bk2001,2012-02-29 18:01:36.700,2012-02-29 18:01:36.700,1,BASE,bk2001,B,B,B
1288,北京时代华语图书股份有限公司,7258,bk0675,2012-02-29 18:01:42.440,2012-02-29 18:01:42.440,1,BASE,bk0675,B,B,B
1289,湖北少年儿童出版社有限公司,14054,bk0980,2012-02-29 18:01:51.460,2012-02-29 18:01:51.460,1,BASE,bk0980,B,B,B
1290,北京安飞龙商贸有限责任公司,295,aflst,2012-03-02 10:44:55.350,2012-03-02 10:44:55.350,1,BASE,aflst,B,B,B
1291,北京奥博艺文化发展有限公司,4622,bjaby,2012-03-02 10:49:23.510,2012-03-02 10:49:23.510,1,BASE,bjaby,B,B,B
1292,北京爱山情商贸有限公司,12831,bjasq,2012-03-02 10:49:31.417,2012-03-02 10:49:31.417,1,BASE,bjasq,B,B,B
1293,北京北大荒米业有限公司,5390,bjbdhmy,2012-03-02 10:49:59.510,2012-03-02 10:49:59.510,1,BASE,bjbdhmy,B,B,B
1294,北京市北斗正明科技发展有限公司,3801,bjbdzm,2012-03-02 10:50:06.497,2012-03-02 10:50:06.497,1,BASE,bjbdzm,B,B,B
1295,北京北方亚大贸易有限公司,4061,bjbfyt,2012-03-02 10:50:37.403,2012-03-02 10:50:37.403,1,BASE,bjbfyt,B,B,B
1296,北京百花蜂业科技发展股份公司,6289,bjbhf,2012-03-02 10:50:43.610,2012-03-02 10:50:43.610,1,BASE,bjbhf,B,B,B
1297,北京博浩通科技发展有限责任公司,1051,bjbht,2012-03-02 10:50:49.593,2012-03-02 10:50:49.593,1,BASE,bjbht,B,B,B
1298,北京北郎中食品配送有限公司,8357,bjblzsp,2012-03-02 10:50:55.087,2012-03-02 10:50:55.087,1,BASE,bjblzsp,B,B,B
1299,北京百年栗园生态农业有限公司,6778,bjbnly,2012-03-02 10:51:00.700,2012-03-02 10:51:00.700,1,BASE,bjbnly,B,B,B
1300,北京彪盛伟业商贸有限公司,4294,bjbswy,2012-03-02 10:51:06.447,2012-03-02 10:51:06.447,1,BASE,bjbswy,B,B,B
1301,北京长安乐器有限公司,10490,bjcayq,2012-03-02 10:51:12.673,2012-03-02 10:51:12.673,1,BASE,bjcayq,B,B,B
1302,北京锄禾食品有限责任公司,8182,bjchsp,2012-03-02 10:51:18.493,2012-03-02 10:51:18.493,1,BASE,bjchsp,B,B,B
1303,北京朝批商贸股份有限公司,4446,bjcpsm,2012-03-02 10:51:23.790,2012-03-02 10:51:23.790,1,BASE,bjcpsm,B,B,B
1304,北京超市发海批商贸有限责任公司,11926,bjcsfhpsm,2012-03-02 10:51:32.987,2012-03-02 10:51:32.987,1,BASE,bjcsfhpsm,B,B,B
1305,北京市东飞鹤商贸中心,4959,bjdfhsm,2012-03-02 10:51:39.160,2012-03-02 10:51:39.160,1,BASE,bjdfhsm,B,B,B
1306,北京东方万华国际贸易有限公司,7081,bjdfwh,2012-03-02 10:51:44.690,2012-03-02 10:51:44.690,1,BASE,bjdfwh,B,B,B
1307,北京东方怡鑫商贸有限公司,2871,bjdfyxsm,2012-03-02 10:51:50.900,2012-03-02 10:51:50.900,1,BASE,bjdfyxsm,B,B,B
1308,北京大和恒粮油贸易有限公司,13256,bjdhhly,2012-03-02 10:51:57.577,2012-03-02 10:51:57.577,1,BASE,bjdhhly,B,B,B
1309,北京东华盛商贸有限责任公司,3386,bjdhssm,2012-03-02 10:52:03.240,2012-03-02 10:52:03.240,1,BASE,bjdhssm,B,B,B
1310,北京地天云合商贸有限公司,5857,bjdtyh,2012-03-02 10:52:09.223,2012-03-02 10:52:09.223,1,BASE,bjdtyh,B,B,B
1311,北京丰收国际贸易有限公司,5049,bjfsgj,2012-03-02 10:52:16.407,2012-03-02 10:52:16.407,1,BASE,bjfsgj,B,B,B
1312,北京枫叶蓝莓文化艺术有限公司,14757,bjfylm,2012-03-02 10:52:22.707,2012-03-02 10:52:22.707,1,BASE,bjfylm,B,B,B
1313,北京贵诚显商贸有限公司,10563,bjgcx,2012-03-02 10:52:28.600,2012-03-02 10:52:28.600,1,BASE,bjgcx,B,B,B
1314,北京国俊文体用品有限责任公司,7045,bjgjwt,2012-03-02 10:52:34.070,2012-03-02 10:52:34.070,1,BASE,bjgjwt,B,B,B
1315,北京古林机电电器制造中心,9191,bjgljd,2012-03-02 10:52:39.910,2012-03-02 10:52:39.910,1,BASE,bjgljd,B,B,B
1316,北京高润仁和国际贸易有限公司,2791,bjgrrhgjmy,2012-03-02 10:52:46.293,2012-03-02 10:52:46.293,1,BASE,bjgrrhgjmy,B,B,B
1317,北京更香茶叶有限责任公司,5468,bjgxcy,2012-03-02 10:52:51.423,2012-03-02 10:52:51.423,1,BASE,bjgxcy,B,B,B
1318,北京贵遵国际贸易有限责任公司,12610,bjgz,2012-03-02 10:52:58.683,2012-03-02 10:52:58.683,1,BASE,bjgz,B,B,B
1319,北京昊德盟商贸有限公司,8308,bjhdmsm,2012-03-02 10:53:05.243,2012-03-02 10:53:05.243,1,BASE,bjhdmsm,B,B,B
1320,北京和福食品有限公司,7584,bjhfsp,2012-03-02 10:53:11.530,2012-03-02 10:53:11.530,1,BASE,bjhfsp,B,B,B
1321,北京华康舒雅家居用品有限公司,2108,bjhksy,2012-03-02 10:53:18.863,2012-03-02 10:53:18.863,1,BASE,bjhksy,B,B,B
1322,北京恒润世达商贸有限公司,5661,bjhrsd,2012-03-02 10:53:26.150,2012-03-02 10:53:26.150,1,BASE,bjhrsd,B,B,B
1323,北京好食好吃进出口有限公司,15217,bjhshc,2012-03-02 10:53:31.640,2012-03-02 10:53:31.640,1,BASE,bjhshc,B,B,B
1324,北京汇通泰力机电设备有限公司,14832,bjhttl,2012-03-02 10:53:38.497,2012-03-02 10:53:38.497,1,BASE,bjhttl,B,B,B
1325,北京海巍工贸有限公司,4878,bjhwgm,2012-03-02 10:53:45.160,2012-03-02 10:53:45.160,1,BASE,bjhwgm,B,B,B
1326,北京红舞鞋商务中心,14837,bjhwx,2012-03-02 10:53:50.500,2012-03-02 10:53:50.500,1,BASE,bjhwx,B,B,B
1327,北京爱康国宾门诊部有限公司,7214,bjakgb,2012-03-02 10:53:56.340,2012-03-02 10:53:56.340,1,BASE,bjakgb,B,B,B
1328,北京砭萃电子商务有限公司,5832,bjbcdz,2012-03-02 10:54:02.173,2012-03-02 10:54:02.173,1,BASE,bjbcdz,B,B,B
1329,北京北方京糖洋酒销售有限公司,6131,bjbfjt,2012-03-02 10:54:07.917,2012-03-02 10:54:07.917,1,BASE,bjbfjt,B,B,B
1330,北京市朝批双隆酒业销售有限责任公司,5206,bjcpsl,2012-03-02 10:54:13.280,2012-03-02 10:54:13.280,1,BASE,bjcpsl,B,B,B
1331,北京诚融佳信科技发展有限公司 ,262,bjcrjx,2012-03-02 10:54:21.200,2012-03-02 10:54:21.200,1,BASE,bjcrjx,B,B,B
1332,北京创雄商贸有限公司,3895,bjcxsm,2012-03-02 10:54:59.303,2012-03-02 10:54:59.303,1,BASE,bjcxsm,B,B,B
1333,北京东方仁达科贸有限公司,4227,bjdfr,2012-03-02 10:55:04.837,2012-03-02 10:55:04.837,1,BASE,bjdfr,B,B,B
1334,北京鼎力兴商贸有限责任公司,5161,bjdlx,2012-03-02 10:55:09.813,2012-03-02 10:55:09.813,1,BASE,bjdlx,B,B,B
1335,北京多润得贸易有限公司,6229,bjdrd,2012-03-02 10:55:15.230,2012-03-02 10:55:15.230,1,BASE,bjdrd,B,B,B
1336,北京冬日骄阳科技发展有限公司,6047,bjdrjykj,2012-03-02 10:55:20.817,2012-03-02 10:55:20.817,1,BASE,bjdrjykj,B,B,B
1337,北京大义明孚商贸有限公司,6596,bjdymf,2012-03-02 10:55:26.463,2012-03-02 10:55:26.463,1,BASE,bjdymf,B,B,B
1338,北京飞羽恒盛商贸有限公司,5357,bjfyhssm,2012-03-02 10:55:33.993,2012-03-02 10:55:33.993,1,BASE,bjfyhssm,B,B,B
1339,北京光彩惠佳商品配送有限公司,5447,bjgchj,2012-03-02 10:55:39.653,2012-03-02 10:55:39.653,1,BASE,bjgchj,B,B,B
1340,北京国华汇银科技有限公司,9465,bjghhy,2012-03-02 10:55:45.030,2012-03-02 10:55:45.030,1,BASE,bjghhy,B,B,B
1341,北京广为嘉业贸易有限公司,5157,bjgwjy,2012-03-02 10:55:50.293,2012-03-02 10:55:50.293,1,BASE,bjgwjy,B,B,B
1342,北京和川益食品有限公司,5903,bjhcysp,2012-03-02 10:55:55.517,2012-03-02 10:55:55.517,1,BASE,bjhcysp,B,B,B
1343,北京宏超永业国际科贸有限公司,4392,bjhcyy,2012-03-02 10:56:02.807,2012-03-02 10:56:02.807,1,BASE,bjhcyy,B,B,B
1344,北京华典信科技发展有限公司,5945,bjhdx,2012-03-02 10:56:07.503,2012-03-02 10:56:07.503,1,BASE,bjhdx,B,B,B
1345,北京华富盟销售中心,11406,bjhfm,2012-03-02 10:56:13.043,2012-03-02 10:56:13.043,1,BASE,bjhfm,B,B,B
1346,北京慧蒙商贸有限公司,2644,bjhm,2012-03-02 10:56:19.720,2012-03-02 10:56:19.720,1,BASE,bjhm,B,B,B
1347,北京华明康泰医疗器械有限责任公司 ,342,bjhmkt,2012-03-02 10:56:24.933,2012-03-02 10:56:24.933,1,BASE,bjhmkt,B,B,B
1348,北京和谐君源科贸有限公司,9521,bjhxjykm,2012-03-02 10:56:34.737,2012-03-02 10:56:34.737,1,BASE,bjhxjykm,B,B,B
1349,北京海源达商贸有限公司,3210,bjhydsm,2012-03-02 10:56:41.487,2012-03-02 10:56:41.487,1,BASE,bjhydsm,B,B,B
1350,北京君顶名庄酒文化俱乐部有限公司,9127,bjjdmz,2012-03-02 10:56:46.777,2012-03-02 10:56:46.777,1,BASE,bjjdmz,B,B,B
1351,金酒鼎（北京）商贸有限公司,14570,bjjjd,2012-03-02 10:56:52.170,2012-03-02 10:56:52.170,1,BASE,bjjjd,B,B,B
1352,北京京浦盛瑞食品有限公司,5319,bjjpsr,2012-03-02 10:56:59.597,2012-03-02 10:56:59.597,1,BASE,bjjpsr,B,B,B
1353,北京九州通医药有限公司,2606,bjjzt,2012-03-02 10:58:48.940,2012-03-02 10:58:48.940,1,BASE,bjjzt,B,B,B
1354,北京康比特体育科技股份有限公司,4001,bjkbt,2012-03-02 10:59:00.530,2012-03-02 10:59:00.530,1,BASE,bjkbt,B,B,B
1355,北京凯镛远景商贸有限责任公司,6908,bjkyyjsm,2012-03-02 10:59:06.020,2012-03-02 10:59:06.020,1,BASE,bjkyyjsm,B,B,B
1356,北京口子商贸有限责任公司,6909,bjkzsm,2012-03-02 10:59:11.370,2012-03-02 10:59:11.370,1,BASE,bjkzsm,B,B,B
1357,北京利孟联成商贸有限公司,1050,bjlmlc,2012-03-02 10:59:16.263,2012-03-02 10:59:16.263,1,BASE,bjlmlc,B,B,B
1358,北京灵星工贸有限公司,13235,bjlxgm,2012-03-02 10:59:24.160,2012-03-02 10:59:24.160,1,BASE,bjlxgm,B,B,B
1359,北京梦洁珑经贸有限责任公司,14111,bjmjljm,2012-03-02 10:59:29.463,2012-03-02 10:59:29.463,1,BASE,bjmjljm,B,B,B
1360,名饮国际贸易（北京）有限公司,7823,bjmysm,2012-03-02 10:59:35.040,2012-03-02 10:59:35.040,1,BASE,bjmysm,B,B,B
1361,北京廿友医疗器械有限公司,13880,bjnyyl,2012-03-02 10:59:41.567,2012-03-02 10:59:41.567,1,BASE,bjnyyl,B,B,B
1362,北京欧亚康桥商贸有限公司,6204,bjoykq,2012-03-02 10:59:46.797,2012-03-02 10:59:46.797,1,BASE,bjoykq,B,B,B
1363,北京品茶在线电子商务有限公司,5213,bjpczx,2012-03-02 10:59:52.063,2012-03-02 10:59:52.063,1,BASE,bjpczx,B,B,B
1364,北京普利捷经贸有限公司,780,bjplj,2012-03-02 11:12:36.463,2012-03-02 11:12:36.463,1,BASE,bjplj,B,B,B
1365,北京庆合昆商贸有限公司,5119,bjqhk,2012-03-02 11:12:44.593,2012-03-02 11:12:44.593,1,BASE,bjqhk,B,B,B
1366,北京瑞爱诺尔国际贸易有限公司,4834,bjrane,2012-03-02 11:12:49.873,2012-03-02 11:12:49.873,1,BASE,bjrane,B,B,B
1367,北京荣盛荣经贸有限责任公司,5961,bjrsr,2012-03-02 11:12:55.437,2012-03-02 11:12:55.437,1,BASE,bjrsr,B,B,B
1368,北京市蜂业公司,5656,bjsfy,2012-03-02 11:13:02.337,2012-03-02 11:13:02.337,1,BASE,bjsfy,B,B,B
1369,北京四海辉煌国际贸易有限公司,14723,bjshhh,2012-03-02 11:13:07.803,2012-03-02 11:13:07.803,1,BASE,bjshhh,B,B,B
1370,北京北邮印刷有限公司,6194,bbbyys,2012-03-02 11:13:13.070,2012-03-02 11:13:13.070,1,BASE,bbbyys,B,B,B
1371,北京奥都德利科贸有限公司,1924,bjadd,2012-03-02 11:13:18.993,2012-03-02 11:13:18.993,1,BASE,bjadd,B,B,B
1372,北京安顺昌商贸有限公司,3335,bjascsm,2012-03-02 11:13:24.240,2012-03-02 11:13:24.240,1,BASE,bjascsm,B,B,B
1373,北京本迪志诚科技有限公司,9525,bjbdzc,2012-03-02 11:13:30.477,2012-03-02 11:13:30.477,1,BASE,bjbdzc,B,B,B
1374,广州比而特服饰有限公司,8312,bjbetfs,2012-03-02 11:13:36.813,2012-03-02 11:13:36.813,1,BASE,bjbetfs,B,B,B
1375,北京北方悦时科贸有限公司,287,bjbfys,2012-03-02 11:13:42.000,2012-03-02 11:13:42.000,1,BASE,bjbfys,B,B,B
1376,北京碧海长风科技有限公司,424,bjbhcf,2012-03-02 11:13:48.543,2012-03-02 11:13:48.543,1,BASE,bjbhcf,B,B,B
1377,北京百利恒钻石珠宝有限公司,3732,bjblhz,2012-03-02 11:13:53.613,2012-03-02 11:13:53.613,1,BASE,bjblhz,B,B,B
1378,北京般若服装有限责任公司,7422,bjbrfz,2012-03-02 11:17:47.760,2012-03-02 11:17:47.760,1,BASE,bjbrfz,B,B,B
1379,北京百斯豪普科贸有限公司,3852,bjbshp,2012-03-02 11:17:55.360,2012-03-02 11:17:55.360,1,BASE,bjbshp,B,B,B
1380,北京柏秀金源商贸有限公司,4422,bjbxjy,2012-03-02 11:18:01.230,2012-03-02 11:18:01.230,1,BASE,bjbxjy,B,B,B
1381,北京博扬信科技有限公司,1171,bjbyx,2012-03-02 11:18:06.710,2012-03-02 11:18:06.710,1,BASE,bjbyx,B,B,B
1382,北京超凡时代商贸有限公司,843,bjcfsd,2012-03-02 11:18:12.000,2012-03-02 11:18:12.000,1,BASE,bjcfsd,B,B,B
1383,北京东方恒商贸有限公司,3763,bjdfh,2012-03-02 11:18:21.450,2012-03-02 11:18:21.450,1,BASE,bjdfh,B,B,B
1384,北京东方颂科技有限公司,10395,bjdfskj,2012-03-02 11:18:28.970,2012-03-02 11:18:28.970,1,BASE,bjdfskj,B,B,B
1385,北京德众嘉鑫经贸有限公司,3612,bjdzjx,2012-03-02 11:19:05.987,2012-03-02 11:19:05.987,1,BASE,bjdzjx,B,B,B
1386,北京富海广信商贸有限公司,7034,bjfhgx,2012-03-02 11:19:11.380,2012-03-02 11:19:11.380,1,BASE,bjfhgx,B,B,B
1387,北京繁荣文化发展有限公司,14579,bjfrwhfz,2012-03-02 11:19:16.707,2012-03-02 11:19:16.707,1,BASE,bjfrwhfz,B,B,B
1388,北京国金伟业文化发展有限公司,4416,bjgjfz,2012-03-02 11:19:22.747,2012-03-02 11:19:22.747,1,BASE,bjgjfz,B,B,B
1389,北京格拉玛商贸有限公司,5879,bjglm,2012-03-02 11:19:28.817,2012-03-02 11:19:28.817,1,BASE,bjglm,B,B,B
1390,北京鸿昌泰达商贸有限责任公司,6839,bjhcts,2012-03-02 11:19:44.577,2012-03-02 11:19:44.577,1,BASE,bjhcts,B,B,B
1391,北京华亨特经贸有限责任公司,4363,bjhht,2012-03-02 11:19:51.143,2012-03-02 11:19:51.143,1,BASE,bjhht,B,B,B
1392,北京皇佳地毯有限公司,10738,bjhjdt,2012-03-02 11:19:56.990,2012-03-02 11:19:56.990,1,BASE,bjhjdt,B,B,B
1393,北京华江文化发展有限公司,2740,bjhjwhfz,2012-03-02 11:20:02.683,2012-03-02 11:20:02.683,1,BASE,bjhjwhfz,B,B,B
1394,北京恒美瑞文化发展有限公司,9000,bjhmr,2012-03-02 11:20:10.213,2012-03-02 11:20:10.213,1,BASE,bjhmr,B,B,B
1395,北京霍浦顿电子技术有限公司,2889,bjhpddzjs,2012-03-02 11:20:16.440,2012-03-02 11:20:16.440,1,BASE,bjhpddzjs,B,B,B
1396,北京户外买家信息技术有限公司,6966,bjhwmj,2012-03-02 11:20:22.043,2012-03-02 11:20:22.043,1,BASE,bjhwmj,B,B,B
1397,北京惠新天元科贸有限责任公司,340,bjhxty,2012-03-02 11:20:27.750,2012-03-02 11:20:27.750,1,BASE,bjhxty,B,B,B
1398,北京金田邦科技有限公司,5631,bjjtbkj,2012-03-02 11:21:47.223,2012-03-02 11:21:47.223,1,BASE,bjjtbkj,B,B,B
1399,北京市金威能经贸中心,316,bjjwn,2012-03-02 11:21:52.867,2012-03-02 11:21:52.867,1,BASE,bjjwn,B,B,B
1400,北京吉祥华夏国际贸易有限公司,7632,bjjxhx,2012-03-02 11:21:59.137,2012-03-02 11:21:59.137,1,BASE,bjjxhx,B,B,B
1401,北京锦绣金源商贸有限公司,4939,bjjxjy,2012-03-02 11:22:04.217,2012-03-02 11:22:04.217,1,BASE,bjjxjy,B,B,B
1402,北京金一文化发展股份有限公司,4306,bjjy,2012-03-02 11:22:10.033,2012-03-02 11:22:10.033,1,BASE,bjjy,B,B,B
1403,北京军冶际圆科技发展有限公司,5584,bjjyjy,2012-03-02 11:22:29.983,2012-03-02 11:22:29.983,1,BASE,bjjyjy,B,B,B
1404,北京京钟钟表有限责任公司,10795,bjjzzb,2012-03-02 11:22:45.043,2012-03-02 11:22:45.043,1,BASE,bjjzzb,B,B,B
1405,北京酷波德贸易有限公司,3624,bjkbdmy,2012-03-02 11:22:51.130,2012-03-02 11:22:51.130,1,BASE,bjkbdmy,B,B,B
1406,北京凯尔悦经贸有限公司 ,321,bjkre,2012-03-02 11:22:57.637,2012-03-02 11:22:57.637,1,BASE,bjkre,B,B,B
1407,北京利达保能科技发展有限责任公司,255,bjldbn,2012-03-02 11:23:03.467,2012-03-02 11:23:03.467,1,BASE,bjldbn,B,B,B
1408,北京鲁夏新城国商贸有限公司,3842,bjlxxchgshm,2012-03-02 11:23:09.097,2012-03-02 11:23:09.097,1,BASE,bjlxxchgshm,B,B,B
1409,北京梅兰通科技发展有限公司,3738,bjmltkj,2012-03-02 11:23:14.780,2012-03-02 11:23:14.780,1,BASE,bjmltkj,B,B,B
1410,北京耐杰华夏商贸有限公司,4865,bjnjhx,2012-03-02 11:23:21.480,2012-03-02 11:23:21.480,1,BASE,bjnjhx,B,B,B
1411,北京博众天地科技发展有限公司,15187,bjbztd,2012-03-02 11:49:24.387,2012-03-02 11:49:24.387,1,BASE,bjbztd,B,B,B
1412,中国图书进出口（集团）总公司图书文献事业部,8600,bk2003,2012-03-02 15:07:05.113,2012-03-02 15:07:05.113,1,BASE,bk2003,B,B,B
1413,泉峰（中国）工具销售有限公司,13792,qfzggjxs,2012-03-02 15:45:59.260,2012-03-02 15:45:59.260,1,BASE,qfzggjxs,B,B,B
1414,博深工具股份有限公司,8086,bsgjgf,2012-03-02 15:46:26.480,2012-03-02 15:46:26.480,1,BASE,bsgjgf,B,B,B
1415,北京睿丰嘉业贸易有限公司,3482,bjrfjymy,2012-03-02 15:46:36.737,2012-03-02 15:46:36.737,1,BASE,bjrfjymy,B,B,B
1416,飞雕电器集团有限公司,3985,fddqjt,2012-03-02 15:46:44.260,2012-03-02 15:46:44.260,1,BASE,fddqjt,B,B,B
1417,北京千禧乐家建材有限公司,6248,bjqxlj,2012-03-02 15:47:02.140,2012-03-02 15:47:02.140,1,BASE,bjqxlj,B,B,B
1418,中山华帝燃具股份有限公司,6185,zsdrj,2012-03-02 15:47:09.110,2012-03-02 15:47:09.110,1,BASE,zsdrj,B,B,B
1419,北京北松科技有限责任公司,545,bjbs,2012-03-02 15:47:17.870,2012-03-02 15:47:17.870,1,BASE,bjbs,B,B,B
1420,天台卡威饰汽车用品有限公司,7752,ttkws,2012-03-02 15:47:53.530,2012-03-02 15:47:53.530,1,BASE,ttkws,B,B,B
1421,射阳县申杰纺织有限公司,13072,syxsjfz,2012-03-02 15:48:01.070,2012-03-02 15:48:01.070,1,BASE,syxsjfz,B,B,B
1422,上海旭斐汽车用品有限公司,7749,shxfqc,2012-03-02 15:48:08.007,2012-03-02 15:48:08.007,1,BASE,shxfqc,B,B,B
1423,上海美卡汽车用品有限公司,6862,shmkqc,2012-03-02 15:48:14.857,2012-03-02 15:48:14.857,1,BASE,shmkqc,B,B,B
1424,上海宝淘汽车用品有限公司,5452,shbtqcyp,2012-03-02 15:48:21.290,2012-03-02 15:48:21.290,1,BASE,shbtqcyp,B,B,B
1425,上蔡澳祥皮业有限公司,13110,scaxpy,2012-03-02 15:48:27.873,2012-03-02 15:48:27.873,1,BASE,scaxpy,B,B,B
1426,焦作隆丰皮草企业有限公司,5587,jzlfpc,2012-03-02 15:48:34.760,2012-03-02 15:48:34.760,1,BASE,jzlfpc,B,B,B
1427,深圳市开源创展实业有限公司,10880,szsky,2012-03-02 15:48:42.050,2012-09-24 16:17:48.513,1,BASE,szsky,B,B,B
1428,上海靓途实业有限公司,14645,shltsy,2012-03-02 15:48:49.753,2012-07-19 16:11:34.273,1,BASE,shltsy,B,B,B
1429,上海红鹊五金建材有限公司,3704,shhqwj ,2012-03-02 15:48:59.440,2012-03-02 15:48:59.440,1,BASE,shhqwj,B,B,B
1430,济南维纳尔商贸有限公司,3439,jnwnesm,2012-03-02 15:49:07.840,2012-03-02 15:49:07.840,1,BASE,jnwnesm,B,B,B
1431,济南三美汽车用品有限公司,8778,jnsmqcyp,2012-03-02 15:49:17.240,2012-03-02 15:49:17.240,1,BASE,jnsmqcyp,B,B,B
1432,芜湖市海亿汽车科技有限公司,5162,whhyqc,2012-03-02 16:02:36.300,2012-03-02 16:02:36.300,1,BASE,whhyqc,B,B,B
1433,上海利浩汽车用品有限公司,11391,shlhqcyp,2012-03-02 16:02:43.277,2012-03-02 16:02:43.277,1,BASE,shlhqcyp,B,B,B
1434,上海国轩实业有限公司,7665,shgxsy,2012-03-02 16:02:50.590,2012-03-02 16:02:50.590,1,BASE,shgxsy,B,B,B
1435,联合爱得（北京）科技有限公司,632,BJLHAD,2012-03-02 16:02:56.830,2012-03-02 16:02:56.830,1,BASE,BJLHAD,B,B,B
1436,东莞山多力汽车配件有限公司,7255,dgsdl,2012-03-03 10:33:41.957,2012-03-03 10:33:41.957,1,BASE,dgsdl,B,B,B
1437,北京市安惠汽车配件有限公司,7254,bjsah,2012-03-03 10:34:01.593,2012-03-03 10:34:01.593,1,BASE,bjsah,B,B,B
