id,userId,roleId,yn,createTime,updateTime
4853,3484,1410,1,2012-11-01 10:58:22.543,NULL
4854,3484,1402,1,2012-11-01 10:59:22.037,NULL
4855,4748,1434,1,2012-11-01 11:00:31.230,NULL
4856,4742,164,1,2012-11-01 11:02:50.130,NULL
4857,4679,844,1,2012-11-01 11:03:32.683,NULL
4859,4325,2691,1,2012-11-01 11:10:07.510,NULL
4860,4770,2693,1,2012-11-01 11:37:18.087,NULL
4861,4774,2694,1,2012-11-01 13:01:43.120,NULL
4862,4767,2695,1,2012-11-01 13:21:17.490,NULL
4863,4749,2696,1,2012-11-01 13:36:55.717,NULL
4864,3262,2698,1,2012-11-01 14:27:20.507,NULL
4865,4779,825,1,2012-11-01 14:41:55.963,NULL
4866,4780,1170,1,2012-11-01 14:49:03.527,NULL
4867,4784,499,1,2012-11-01 15:12:51.590,NULL
4869,4788,1388,1,2012-11-01 15:50:57.017,NULL
4870,4790,2700,1,2012-11-01 16:15:12.957,NULL
4871,4781,632,1,2012-11-01 16:15:33.170,NULL
4872,4781,2373,1,2012-11-01 16:15:33.173,NULL
4873,4781,1903,1,2012-11-01 16:15:33.173,NULL
4874,1403,2373,1,2012-11-01 16:15:47.103,NULL
4875,1403,1903,1,2012-11-01 16:15:47.103,NULL
4876,3295,632,1,2012-11-01 16:16:10.090,NULL
4877,3295,1903,1,2012-11-01 16:16:10.090,NULL
4878,4329,657,1,2012-11-01 16:29:40.713,NULL
4879,3090,2701,1,2012-11-01 16:33:23.677,NULL
4880,4725,1955,1,2012-11-01 16:35:00.357,NULL
4881,3056,2702,1,2012-11-01 16:35:55.307,NULL
4883,3261,2699,1,2012-11-01 16:48:50.977,NULL
4884,4798,1394,1,2012-11-01 17:21:09.930,NULL
4885,4800,519,1,2012-11-01 18:06:03.230,NULL
4886,4796,31,1,2012-11-01 18:09:20.273,NULL
4887,4718,2705,1,2012-11-01 18:26:28.380,NULL
4888,4761,539,1,2012-11-01 18:49:43.747,NULL
4889,4759,600,1,2012-11-01 18:54:16.623,NULL
4890,4807,142,1,2012-11-02 10:09:59.907,NULL
4891,4807,1384,1,2012-11-02 10:09:59.907,NULL
4892,1529,525,1,2012-11-02 10:55:19.773,NULL
4893,4552,31,1,2012-11-02 11:06:51.243,NULL
4894,4507,31,1,2012-11-02 11:15:40.490,NULL
4895,4750,2697,1,2012-11-02 11:18:32.677,NULL
4896,4483,2640,1,2012-11-02 14:00:04.947,NULL
4897,3775,2214,1,2012-11-02 14:18:35.300,NULL
4898,3921,2091,1,2012-11-02 14:19:33.943,NULL
4899,3775,2090,1,2012-11-02 14:19:59.003,NULL
4900,3775,2206,1,2012-11-02 14:20:18.820,NULL
4901,3775,2089,1,2012-11-02 14:20:40.090,NULL
4902,3775,2087,1,2012-11-02 14:21:18.363,NULL
4903,3775,926,1,2012-11-02 14:21:36.757,NULL
4904,3775,2074,1,2012-11-02 14:21:53.420,NULL
4905,3775,2081,1,2012-11-02 14:22:10.697,NULL
4906,3775,2080,1,2012-11-02 14:22:26.740,NULL
4907,3775,2092,1,2012-11-02 14:22:56.603,NULL
4908,3775,2072,1,2012-11-02 14:23:10.753,NULL
4909,3775,2075,1,2012-11-02 14:23:26.673,NULL
4910,3775,2231,1,2012-11-02 14:23:40.720,NULL
4911,3775,104,1,2012-11-02 14:23:56.540,NULL
4912,3775,2069,1,2012-11-02 14:31:42.153,NULL
4913,3775,1809,1,2012-11-02 14:32:08.160,NULL
4914,3775,2302,1,2012-11-02 14:32:34.710,NULL
4915,3775,2068,1,2012-11-02 14:33:29.883,NULL
4916,3775,2067,1,2012-11-02 14:33:45.190,NULL
4917,3775,2065,1,2012-11-02 14:34:36.253,NULL
4918,3775,817,1,2012-11-02 14:34:55.690,NULL
4919,3775,2062,1,2012-11-02 14:35:46.980,NULL
4920,3775,2061,1,2012-11-02 14:36:16.940,NULL
4921,3775,823,1,2012-11-02 14:36:31.837,NULL
4922,3775,2059,1,2012-11-02 14:36:55.220,NULL
4923,3775,2058,1,2012-11-02 14:37:09.483,NULL
4924,3775,2057,1,2012-11-02 14:38:39.350,NULL
4925,3775,100,1,2012-11-02 14:39:00.590,NULL
4926,3775,590,1,2012-11-02 14:39:22.333,NULL
4927,3775,1992,1,2012-11-02 14:39:22.337,NULL
4928,3775,2498,1,2012-11-02 14:39:22.337,NULL
4929,3775,2564,1,2012-11-02 14:39:22.337,NULL
4930,3775,2398,1,2012-11-02 14:40:21.647,NULL
4931,3775,2404,1,2012-11-02 14:40:36.870,NULL
4932,1361,1992,1,2012-11-02 14:41:30.100,NULL
4933,3775,2296,1,2012-11-02 14:41:36.110,NULL
4934,3775,2295,1,2012-11-02 14:42:00.757,NULL
4935,3775,2294,1,2012-11-02 14:42:17.957,NULL
4936,3775,2293,1,2012-11-02 14:42:33.840,NULL
4937,3775,2292,1,2012-11-02 14:42:48.867,NULL
4938,3775,2291,1,2012-11-02 14:43:06.150,NULL
4939,3775,2290,1,2012-11-02 14:43:28.950,NULL
4940,3775,2403,1,2012-11-02 14:43:46.787,NULL
4941,3775,2289,1,2012-11-02 14:44:00.650,NULL
4942,3775,2288,1,2012-11-02 14:44:15.183,NULL
4943,3775,2284,1,2012-11-02 14:44:30.140,NULL
4944,3775,2282,1,2012-11-02 14:44:59.633,NULL
4945,4816,31,1,2012-11-02 14:45:00.940,NULL
4946,4816,31,1,2012-11-02 14:45:02.707,NULL
4947,3775,2281,1,2012-11-02 14:45:19.743,NULL
4948,3775,2280,1,2012-11-02 14:45:50.840,NULL
4949,1943,869,1,2012-11-02 14:46:01.890,NULL
4950,3775,2279,1,2012-11-02 14:46:06.500,NULL
4951,3775,2278,1,2012-11-02 14:46:22.967,NULL
4952,3457,2282,1,2012-11-02 14:48:10.800,NULL
4953,3457,2277,1,2012-11-02 14:48:39.010,NULL
4954,3457,2276,1,2012-11-02 14:48:59.070,NULL
4955,3457,2275,1,2012-11-02 14:51:02.867,NULL
4956,3457,2401,1,2012-11-02 14:53:06.870,NULL
4957,4783,2709,1,2012-11-02 14:53:08.287,NULL
4958,3457,2274,1,2012-11-02 14:53:22.577,NULL
4959,3457,2273,1,2012-11-02 14:53:38.840,NULL
4960,3457,2690,1,2012-11-02 14:54:07.313,NULL
4961,3457,2222,1,2012-11-02 14:54:26.330,NULL
4962,3457,2631,1,2012-11-02 14:54:48.573,NULL
4963,4820,2710,1,2012-11-02 14:58:24.520,NULL
4964,3457,1677,1,2012-11-02 15:01:57.300,NULL
4965,4823,2711,1,2012-11-02 15:02:22.670,NULL
4966,4823,2712,1,2012-11-02 15:05:34.457,NULL
4967,4825,2714,1,2012-11-02 15:16:54.720,NULL
4968,4782,2715,1,2012-11-02 15:25:42.293,NULL
4969,3457,2630,1,2012-11-02 15:25:59.057,NULL
4970,3457,2629,1,2012-11-02 15:26:23.020,NULL
4971,3457,2628,1,2012-11-02 15:27:42.200,NULL
4972,3457,2627,1,2012-11-02 15:27:58.080,NULL
4973,3457,2626,1,2012-11-02 15:28:27.347,NULL
4974,4700,2681,1,2012-11-02 15:30:18.633,NULL
4975,4827,2716,1,2012-11-02 15:32:00.673,NULL
4976,4829,2717,1,2012-11-02 15:35:37.687,NULL
4977,4822,2718,1,2012-11-02 15:36:33.683,NULL
4978,4830,2719,1,2012-11-02 15:40:14.040,NULL
4979,4831,2720,1,2012-11-02 15:43:58.773,NULL
4980,3485,2721,1,2012-11-02 15:44:15.970,NULL
4981,3485,2721,1,2012-11-02 15:45:53.040,NULL
4982,4824,2712,1,2012-11-02 15:46:49.000,NULL
4983,3457,2056,1,2012-11-02 15:56:24.470,NULL
4984,4372,2722,1,2012-11-02 16:11:58.543,NULL
4985,3267,823,1,2012-11-02 16:18:06.930,NULL
4986,3286,823,1,2012-11-02 16:18:21.120,NULL
4987,2433,1098,1,2012-11-02 16:47:03.280,NULL
4988,1516,2723,1,2012-11-02 17:02:16.610,NULL
4989,4836,2725,1,2012-11-02 17:13:52.540,NULL
4990,4687,1897,1,2012-11-02 17:19:00.797,NULL
4991,4687,2713,1,2012-11-02 17:19:00.797,NULL
4993,4835,2713,1,2012-11-02 17:19:13.277,NULL
4994,3302,2713,1,2012-11-02 17:19:25.910,NULL
4995,4847,1448,1,2012-11-02 17:25:10.180,NULL
4996,4455,2726,1,2012-11-02 17:37:09.707,NULL
5000,4838,2728,1,2012-11-02 19:06:06.000,NULL
5001,4818,2729,1,2012-11-02 19:10:03.127,NULL
5002,4764,2730,1,2012-11-02 19:13:56.180,NULL
5003,3058,2731,1,2012-11-05 09:27:39.737,NULL
5004,4430,31,1,2012-11-05 09:27:47.340,NULL
5007,4875,31,1,2012-11-05 10:32:14.927,NULL
5009,4877,2731,1,2012-11-05 11:06:06.980,NULL
5011,3432,2057,1,2012-11-05 11:52:14.507,NULL
5012,4883,2732,1,2012-11-05 11:57:23.457,NULL
5013,3422,2732,1,2012-11-05 11:57:33.823,NULL
5014,3827,2631,1,2012-11-05 13:50:42.470,NULL
5015,3879,2733,1,2012-11-05 13:53:12.650,NULL
5016,4539,2734,1,2012-11-05 13:55:09.593,NULL
5017,4862,2735,1,2012-11-05 13:55:36.510,NULL
5018,3841,2736,1,2012-11-05 13:58:38.297,NULL
5019,3815,2737,1,2012-11-05 14:01:14.590,NULL
5020,4876,2738,1,2012-11-05 14:05:46.200,NULL
5023,4828,2739,1,2012-11-05 15:14:20.567,NULL
5024,4886,2740,1,2012-11-05 15:18:42.457,NULL
5025,4844,2741,1,2012-11-05 15:24:27.520,NULL
5026,4599,2743,1,2012-11-05 16:11:35.323,NULL
5027,4797,2744,1,2012-11-05 16:14:02.003,NULL
5028,4896,2745,1,2012-11-05 16:17:44.180,NULL
5029,4821,2746,1,2012-11-05 16:21:29.320,NULL
5030,3062,2332,1,2012-11-05 16:33:22.773,NULL
5031,1505,2742,1,2012-11-05 16:33:49.900,NULL
5033,4903,1853,1,2012-11-05 18:16:34.927,NULL
5034,4845,2749,1,2012-11-05 19:13:32.657,NULL
5035,4905,31,1,2012-11-05 20:30:16.200,NULL
5036,4752,2750,1,2012-11-06 09:00:27.850,NULL
5037,4010,2123,1,2012-11-06 09:48:12.050,NULL
5038,4914,2751,1,2012-11-06 10:56:40.997,NULL
5039,4918,2748,1,2012-11-06 11:04:45.960,NULL
5040,4923,2753,1,2012-11-06 11:27:36.603,NULL
5041,4837,2754,1,2012-11-06 11:39:10.777,NULL
5042,4890,2755,1,2012-11-06 11:43:03.703,NULL
5043,4891,2756,1,2012-11-06 11:46:22.353,NULL
5044,4891,2302,1,2012-11-06 12:59:07.550,NULL
5045,3234,2302,1,2012-11-06 13:00:11.370,NULL
5046,3973,2302,1,2012-11-06 13:00:22.067,NULL
5047,4871,2759,1,2012-11-06 13:31:48.040,NULL
5048,4850,635,1,2012-11-06 14:12:43.393,NULL
5049,4832,525,1,2012-11-06 14:21:19.093,NULL
5050,4907,2760,1,2012-11-06 14:28:42.640,NULL
5051,4694,648,1,2012-11-06 14:44:56.603,NULL
5052,4701,2762,1,2012-11-06 14:50:00.270,NULL
5053,4897,2633,1,2012-11-06 14:52:33.800,NULL
5054,4702,654,1,2012-11-06 14:53:42.477,NULL
5056,3348,2278,1,2012-11-06 14:57:38.450,NULL
5057,4705,753,1,2012-11-06 14:58:29.530,NULL
5058,4706,2764,1,2012-11-06 15:03:01.153,NULL
5060,4841,2765,1,2012-11-06 15:09:34.950,NULL
5061,4712,650,1,2012-11-06 15:13:04.673,NULL
5062,4708,625,1,2012-11-06 15:15:07.613,NULL
5063,3260,2768,1,2012-11-06 15:29:41.543,NULL
5065,3072,2769,1,2012-11-06 15:56:48.603,NULL
5066,3072,2769,1,2012-11-06 15:57:53.460,NULL
5067,3072,2769,1,2012-11-06 15:59:17.643,NULL
5068,3072,2769,1,2012-11-06 15:59:49.317,NULL
5069,4933,2757,1,2012-11-06 16:04:45.843,NULL
5070,4945,31,1,2012-11-06 16:14:46.980,NULL
5071,4949,2771,1,2012-11-06 16:37:08.467,NULL
5072,4951,1647,1,2012-11-06 16:46:51.520,NULL
5073,4947,2770,1,2012-11-06 16:49:20.003,NULL
5076,4949,2771,1,2012-11-06 17:01:05.717,NULL
5077,4956,2670,1,2012-11-06 17:51:31.220,NULL
5078,4956,2767,1,2012-11-06 17:51:31.220,NULL
5080,4960,2774,1,2012-11-06 18:14:29.893,NULL
5081,3103,2769,1,2012-11-06 18:41:25.980,NULL
5082,3103,2769,1,2012-11-06 18:44:53.850,NULL
5084,4911,31,1,2012-11-07 09:27:47.493,NULL
5085,4911,31,1,2012-11-07 09:28:33.577,NULL
5088,4966,31,1,2012-11-07 09:49:57.850,NULL
5089,4940,31,1,2012-11-07 10:22:54.813,NULL
5090,1965,2778,1,2012-11-07 11:03:30.780,NULL
5091,4978,2779,1,2012-11-07 11:57:26.700,NULL
5093,4980,2780,1,2012-11-07 13:34:28.730,NULL
5094,4521,31,1,2012-11-07 13:43:44.707,NULL
5095,4981,2790,1,2012-11-07 13:53:55.453,NULL
5096,2406,777,1,2012-11-07 13:54:50.623,NULL
5097,4982,1862,1,2012-11-07 13:59:24.333,NULL
5098,4152,1397,1,2012-11-07 14:02:47.940,NULL
5099,4984,308,1,2012-11-07 14:05:24.300,NULL
5100,4948,889,1,2012-11-07 14:07:51.377,NULL
5103,4987,1415,1,2012-11-07 14:57:31.727,NULL
5104,4988,2794,1,2012-11-07 15:08:38.190,NULL
5105,4989,142,1,2012-11-07 15:24:15.203,NULL
5106,4989,1381,1,2012-11-07 15:24:15.203,NULL
5109,4904,2793,1,2012-11-07 16:07:42.860,NULL
5110,4904,2793,1,2012-11-07 16:08:22.473,NULL
5111,4992,26,1,2012-11-07 16:11:17.987,NULL
5112,4992,26,1,2012-11-07 16:11:28.287,NULL
5113,4693,2406,1,2012-11-07 16:17:40.267,NULL
5114,3023,2412,1,2012-11-07 18:06:13.087,NULL
5115,4971,247,1,2012-11-07 18:07:17.000,NULL
5116,3023,2796,1,2012-11-07 18:07:52.117,NULL
5117,3175,1086,1,2012-11-07 18:08:24.740,NULL
5118,4994,2797,1,2012-11-07 18:09:08.027,NULL
5119,4977,2798,1,2012-11-07 18:58:55.300,NULL
5120,4908,2799,1,2012-11-07 19:17:57.093,NULL
5121,5003,2802,1,2012-11-08 09:39:06.513,NULL
5122,5006,2798,1,2012-11-08 10:15:16.333,NULL
5125,4919,2804,1,2012-11-08 10:55:00.773,NULL
5126,4708,2501,1,2012-11-08 11:32:48.600,NULL
5127,4928,2777,1,2012-11-08 12:03:55.547,NULL
5128,4937,1392,1,2012-11-08 13:27:08.207,NULL
5129,4927,2805,1,2012-11-08 13:35:27.187,NULL
5130,3276,2806,1,2012-11-08 14:37:13.960,NULL
5131,5016,31,1,2012-11-08 16:04:50.790,NULL
5134,4787,2807,1,2012-11-08 16:43:47.150,NULL
5135,5019,2808,1,2012-11-08 16:49:25.380,NULL
5136,5022,2505,1,2012-11-08 17:35:17.460,NULL
5137,4132,1035,1,2012-11-08 17:54:57.470,NULL
5138,4863,2800,1,2012-11-08 19:57:07.190,NULL
5139,4921,2809,1,2012-11-09 10:08:14.917,NULL
5140,4950,2810,1,2012-11-09 10:11:16.763,NULL
5141,5029,2811,1,2012-11-09 10:22:44.913,NULL
5142,5029,2811,1,2012-11-09 10:23:02.853,NULL
5143,4510,2812,1,2012-11-09 10:34:10.213,NULL
5144,4568,932,1,2012-11-09 10:36:37.197,NULL
5145,5034,31,1,2012-11-09 10:41:42.027,NULL
5146,5032,142,1,2012-11-09 10:46:13.880,NULL
5147,5032,1369,1,2012-11-09 10:46:13.880,NULL
5148,5037,2676,1,2012-11-09 11:32:11.513,NULL
5149,4541,142,1,2012-11-09 11:51:07.720,NULL
5150,4541,1375,1,2012-11-09 11:51:07.720,NULL
5151,5038,142,1,2012-11-09 11:53:11.503,NULL
5152,5038,1374,1,2012-11-09 11:53:11.503,NULL
5153,5038,142,1,2012-11-09 11:53:11.873,NULL
5154,5038,1374,1,2012-11-09 11:53:11.877,NULL
5155,3729,2512,1,2012-11-09 12:50:43.200,NULL
5156,3293,2815,1,2012-11-09 13:42:37.460,NULL
5157,3293,2815,1,2012-11-09 13:44:53.097,NULL
5158,4882,1036,1,2012-11-09 13:49:21.063,NULL
5161,5042,31,1,2012-11-09 16:07:36.120,NULL
5162,4648,142,1,2012-11-09 16:56:29.120,NULL
5163,4648,1372,1,2012-11-09 16:56:29.123,NULL
5164,5040,2818,1,2012-11-09 17:46:09.977,NULL
5165,4667,2820,1,2012-11-09 18:02:34.637,NULL
5166,4183,2821,1,2012-11-09 18:15:21.530,NULL
5167,3191,2823,1,2012-11-09 19:08:24.800,NULL
5168,3624,2573,1,2012-11-10 11:17:58.153,NULL
5169,5053,2645,1,2012-11-10 12:55:08.800,NULL
5170,5053,2634,1,2012-11-10 12:55:08.800,NULL
5171,4885,31,1,2012-11-11 10:13:11.170,NULL
5172,4562,2825,1,2012-11-12 11:31:50.913,NULL
5173,4620,29,1,2012-11-12 11:34:53.840,NULL
5174,4620,43,1,2012-11-12 11:34:53.840,NULL
5175,3773,1245,1,2012-11-12 13:43:06.207,NULL
5176,3782,2826,1,2012-11-12 14:07:19.840,NULL
5177,4170,2822,1,2012-11-12 14:26:04.240,NULL
5178,5064,1481,1,2012-11-12 14:36:07.733,NULL
5179,4567,1410,1,2012-11-12 16:01:16.717,NULL
5180,5028,2546,1,2012-11-12 16:16:31.263,NULL
5182,5070,1980,1,2012-11-12 17:21:01.827,NULL
5183,3388,2072,1,2012-11-12 17:39:49.400,NULL
5184,3459,2074,1,2012-11-12 17:40:53.317,NULL
5185,3459,2092,1,2012-11-12 17:41:13.007,NULL
5186,3459,2080,1,2012-11-12 17:41:27.357,NULL
5187,3459,2081,1,2012-11-12 17:41:43.080,NULL
5188,3459,926,1,2012-11-12 17:41:57.080,NULL
5189,3459,2089,1,2012-11-12 17:42:13.477,NULL
5190,3459,2206,1,2012-11-12 17:42:28.390,NULL
5191,3459,2090,1,2012-11-12 17:42:48.473,NULL
5192,3459,2091,1,2012-11-12 17:43:10.267,NULL
5193,3459,2214,1,2012-11-12 17:43:28.167,NULL
5194,4204,2626,1,2012-11-12 18:19:11.700,NULL
5195,3825,2828,1,2012-11-12 18:41:58.640,NULL
5196,4924,2829,1,2012-11-12 18:44:15.840,NULL
5197,4083,2830,1,2012-11-12 18:46:32.317,NULL
5198,5023,2832,1,2012-11-13 09:48:09.900,NULL
5199,4996,2819,1,2012-11-13 09:55:09.813,NULL
5202,3001,1393,1,2012-11-13 09:57:05.823,NULL
5205,3446,244,1,2012-11-13 10:09:12.077,NULL
5208,4437,1397,1,2012-11-13 11:15:38.040,NULL
5209,4937,803,1,2012-11-13 11:16:27.020,NULL
5210,5093,491,1,2012-11-13 11:24:25.407,NULL
5211,3496,1394,1,2012-11-13 11:34:07.587,NULL
5212,4798,802,1,2012-11-13 11:34:35.867,NULL
5213,5091,142,1,2012-11-13 11:53:15.170,NULL
5214,5091,1371,1,2012-11-13 11:53:15.170,NULL
5215,3741,2834,1,2012-11-13 13:26:08.030,NULL
5216,5098,2834,1,2012-11-13 13:26:29.113,NULL
5217,4504,2840,1,2012-11-13 15:21:37.507,NULL
5218,3533,2841,1,2012-11-13 15:30:30.467,NULL
5219,4512,521,1,2012-11-13 15:35:25.580,NULL
5220,3558,2842,1,2012-11-13 15:54:02.630,NULL
5221,5108,2814,1,2012-11-13 15:59:39.080,NULL
5222,3150,2844,1,2012-11-13 16:02:21.993,NULL
5223,3597,2845,1,2012-11-13 16:05:21.053,NULL
5224,3630,2847,1,2012-11-13 16:16:28.043,NULL
5225,3630,2847,1,2012-11-13 16:16:51.270,NULL
5226,3635,2847,1,2012-11-13 16:18:03.147,NULL
5227,5031,2816,1,2012-11-13 16:35:40.937,NULL
5228,3074,1847,1,2012-11-13 16:59:32.477,NULL
5229,3074,1694,1,2012-11-13 16:59:32.477,NULL
5230,3074,1847,1,2012-11-13 17:00:03.543,NULL
5231,3074,1694,1,2012-11-13 17:00:03.543,NULL
5232,4935,2687,1,2012-11-13 17:03:57.150,NULL
5233,3500,2167,1,2012-11-13 17:17:41.940,NULL
5234,4936,2838,1,2012-11-13 17:35:24.930,NULL
5235,5107,2852,1,2012-11-13 17:42:51.273,NULL
5236,4651,2853,1,2012-11-13 18:25:25.487,NULL
5237,5116,2850,1,2012-11-13 18:45:07.397,NULL
5238,2427,2786,1,2012-11-14 10:07:31.030,NULL
5239,1788,2402,1,2012-11-14 10:44:30.067,NULL
5240,4059,2402,1,2012-11-14 10:44:44.900,NULL
5241,4059,1061,1,2012-11-14 10:44:44.903,NULL
5242,4059,2402,1,2012-11-14 10:47:25.337,NULL
5243,4059,1061,1,2012-11-14 10:47:25.337,NULL
5244,4059,2402,1,2012-11-14 10:47:44.920,NULL
5245,4059,1061,1,2012-11-14 10:47:44.920,NULL
5247,5132,2857,1,2012-11-14 11:22:57.383,NULL
5248,5133,2848,1,2012-11-14 11:31:34.770,NULL
5249,5126,2863,1,2012-11-14 13:38:44.643,NULL
5250,5137,2864,1,2012-11-14 13:44:57.483,NULL
5251,5140,2865,1,2012-11-14 13:47:09.507,NULL
5252,4998,2785,1,2012-11-14 14:06:23.113,NULL
5253,4999,2784,1,2012-11-14 14:23:25.063,NULL
5254,2308,2783,1,2012-11-14 14:37:18.360,NULL
5255,4349,2783,1,2012-11-14 14:37:46.880,NULL
5256,4349,2783,1,2012-11-14 14:38:02.363,NULL
5257,4349,2783,1,2012-11-14 14:38:20.817,NULL
5258,4349,2783,1,2012-11-14 14:40:19.433,NULL
5259,4999,2784,1,2012-11-14 14:43:21.293,NULL
5260,5145,2867,1,2012-11-14 14:49:07.633,NULL
5261,5100,481,1,2012-11-14 16:28:34.800,NULL
5262,5101,2781,1,2012-11-14 17:04:07.060,NULL
5263,4963,2782,1,2012-11-14 17:05:04.583,NULL
5264,4349,2784,1,2012-11-14 17:05:47.140,NULL
5265,4998,2786,1,2012-11-14 17:06:22.313,NULL
5266,4942,2836,1,2012-11-14 17:06:49.433,NULL
5267,4954,2837,1,2012-11-14 17:07:15.850,NULL
5268,4936,2839,1,2012-11-14 17:07:50.950,NULL
5269,2989,1454,1,2012-11-14 17:19:05.167,NULL
5270,5095,2851,1,2012-11-14 17:23:01.343,NULL
5271,5059,1896,1,2012-11-14 17:28:09.220,NULL
5272,4936,1360,1,2012-11-14 17:46:04.677,NULL
5273,2294,1359,1,2012-11-14 17:46:50.160,NULL
5274,2300,1357,1,2012-11-14 17:47:25.560,NULL
5275,5138,2233,1,2012-11-14 17:58:24.140,NULL
5276,5127,2861,1,2012-11-14 18:03:21.800,NULL
5277,4736,2027,1,2012-11-14 18:47:27.410,NULL
5278,3549,2087,1,2012-11-14 19:55:04.227,NULL
5279,5159,2087,1,2012-11-14 19:55:15.910,NULL
5280,5109,2872,1,2012-11-15 08:37:14.757,NULL
5281,531,31,1,2012-11-15 09:25:49.650,NULL
5283,4962,2781,1,2012-11-15 09:31:54.660,NULL
5285,5165,2873,1,2012-11-15 10:23:03.057,NULL
5286,5165,2873,1,2012-11-15 10:23:20.607,NULL
5287,4469,31,1,2012-11-15 10:47:59.843,NULL
5288,4226,1325,1,2012-11-15 10:49:41.627,NULL
5289,5152,2875,1,2012-11-15 11:03:36.060,NULL
5290,5149,2875,1,2012-11-15 11:03:48.470,NULL
5291,5110,2839,1,2012-11-15 11:08:35.083,NULL
5292,5069,2876,1,2012-11-15 11:19:38.587,NULL
5293,4762,2877,1,2012-11-15 11:27:00.340,NULL
5294,4515,2880,1,2012-11-15 11:59:43.277,NULL
5295,5172,2881,1,2012-11-15 12:03:27.247,NULL
5297,4976,2882,1,2012-11-15 13:42:39.250,NULL
5298,4254,2885,1,2012-11-15 14:14:15.563,NULL
5299,4943,2884,1,2012-11-15 14:14:26.830,NULL
5300,5184,2878,1,2012-11-15 14:14:28.540,NULL
5301,5154,2886,1,2012-11-15 14:23:14.380,NULL
5302,5186,456,1,2012-11-15 14:29:07.310,NULL
5303,5191,2868,1,2012-11-15 14:50:16.623,NULL
5304,4094,140,1,2012-11-15 15:00:38.960,NULL
5308,3938,511,1,2012-11-15 16:05:40.380,NULL
5309,5207,2889,1,2012-11-15 16:48:51.897,NULL
5310,4505,2704,1,2012-11-15 16:58:52.730,NULL
5311,4913,2890,1,2012-11-15 17:00:56.390,NULL
5318,5217,2883,1,2012-11-15 18:02:11.303,NULL
5319,4898,2895,1,2012-11-15 18:09:32.630,NULL
5320,5121,2870,1,2012-11-15 18:13:18.570,NULL
5321,5122,2871,1,2012-11-15 18:15:14.750,NULL
5322,5125,2897,1,2012-11-15 18:54:55.880,NULL
5323,4756,31,1,2012-11-15 18:56:55.340,NULL
5324,5147,2898,1,2012-11-15 18:57:55.060,NULL
5326,4812,1764,1,2012-11-15 19:02:56.490,NULL
5327,5224,143,1,2012-11-15 20:00:50.810,NULL
5328,5225,168,1,2012-11-15 21:41:27.350,NULL
5329,5226,176,1,2012-11-15 21:45:28.637,NULL
5330,5227,172,1,2012-11-15 21:48:57.873,NULL
5331,5228,2902,1,2012-11-15 21:55:29.097,NULL
5332,5229,46,1,2012-11-15 22:05:03.680,NULL
5333,3546,2059,1,2012-11-16 09:47:52.927,NULL
5334,5239,2904,1,2012-11-16 10:10:39.357,NULL
5335,5237,2908,1,2012-11-16 10:18:12.750,NULL
5336,5238,2909,1,2012-11-16 10:22:45.880,NULL
5337,3856,2830,1,2012-11-16 10:27:04.887,NULL
5338,5118,2831,1,2012-11-16 10:29:30.560,NULL
5339,3027,2910,1,2012-11-16 10:46:40.263,NULL
5340,5177,2911,1,2012-11-16 11:16:39.273,NULL
5341,5177,2911,1,2012-11-16 11:17:11.687,NULL
5342,5245,1069,1,2012-11-16 11:27:24.200,NULL
5343,5077,2912,1,2012-11-16 11:39:42.120,NULL
5344,5183,2913,1,2012-11-16 11:50:52.480,NULL
5345,5169,2914,1,2012-11-16 11:56:05.063,NULL
5346,4204,2293,1,2012-11-16 13:21:12.257,NULL
5347,5171,144,1,2012-11-16 13:26:59.213,NULL
5348,5171,144,1,2012-11-16 13:27:01.237,NULL
5349,5171,144,1,2012-11-16 13:27:03.217,NULL
5350,3582,2293,1,2012-11-16 13:28:44.870,NULL
5351,5253,1025,1,2012-11-16 13:52:42.737,NULL
5352,5254,34,1,2012-11-16 14:00:18.640,NULL
5353,3894,2159,1,2012-11-16 14:04:52.837,NULL
5354,1453,2915,1,2012-11-16 14:22:14.403,NULL
5355,5246,1431,1,2012-11-16 14:35:02.143,NULL
5356,2453,2919,1,2012-11-16 14:55:17.523,NULL
5357,2224,2706,1,2012-11-16 15:03:20.037,NULL
5358,3023,2917,1,2012-11-16 15:12:51.077,NULL
5359,5258,1429,1,2012-11-16 15:41:51.680,NULL
5360,5209,2920,1,2012-11-16 15:42:17.160,NULL
5364,5261,2903,1,2012-11-16 16:14:05.563,NULL
5365,5263,152,1,2012-11-16 16:14:59.053,NULL
5366,5264,1367,1,2012-11-16 16:29:17.980,NULL
5367,5265,1430,1,2012-11-16 16:31:53.760,NULL
5368,5264,1367,1,2012-11-16 16:34:45.687,NULL
5369,5264,620,1,2012-11-16 16:34:45.690,NULL
5370,3528,16,1,2012-11-16 16:35:26.010,NULL
5371,5068,1786,1,2012-11-16 16:47:50.350,NULL
5372,5267,2888,1,2012-11-16 16:54:12.680,NULL
5373,5181,31,1,2012-11-16 17:54:51.187,NULL
5374,3582,2061,1,2012-11-16 18:23:57.450,NULL
5375,3493,2061,1,2012-11-16 18:25:00.047,NULL
5376,5063,2858,1,2012-11-16 18:26:17.983,NULL
5377,5275,2944,1,2012-11-19 09:03:26.407,NULL
5378,4015,2945,1,2012-11-19 09:41:02.780,NULL
